id	kind	count	budget	chars	jp	ko
6878	movie	1	29	14	隊長やみんなの仇を討ちたい…	대장과 모두의 원수를 갚고 싶어
6879	movie	1	23	11	隊長達を殺したんだ！！	대장님들을 죽였다고！！
6880	movie	1	9	4	隊長！！	대장님！！
6881	movie	1	7	3	隊長？	대장님？
6882	dialog	1	29	14	階段をふさいじまってるんでね	계단이 막혀 버려서 말이지
6883	dialog	1	21	10	隠れている弱点を探す	숨어 있는 약점을 찾는다
6885	dialog	1	5	2	離脱	이탈
6886	dialog	1	9	4	雨降らし	비 내리기
6887	ui	1	5	2	雷撃	뇌격
6889	ui	1	9	4	雷雲招集	뇌운소환
6890	dialog	1	31	15	電磁発振砲、充電局面に入ります	전자발진포,충전 단계에 들어갑니다
6891	dialog	1	31	15	電磁発振砲の射角にとらえました	전자발진포 사정권에 포착했습니다
6892	dialog	1	9	4	震動探知	진동 탐지
6893	dialog	1	21	10	震動探知システム作動	진동 탐지 시스템 작동
6894	dialog	1	25	12	青い二本柱が目印だとか…	파란 기둥 둘이 표식이래
6895	dialog	1	21	10	青い扉が目印だからね	파란 문이 표식이니까
6896	dialog	1	17	8	青い扉が目印だぜ	파란 문이 표식
6897	dialog	1	23	11	青い扉が見えるはずです	파란 문이 보일 겁니다
6898	dialog	1	39	19	青い柱が、入□の両脇に立ってるそうだぜ	파란 기둥이 입구 양옆에 섰다더라
6899	dialog	1	7	3	面白い	재밌군
6902	dialog	1	21	10	預った物も渡してきた	맡아둔 물건도 건네줬어
6903	dialog	1	35	17	頭だ！ 頭を狙って、動きを止めろ！	머리다！머리를 노려 멈춰라！
6904	dialog	1	33	16	頭への攻撃が一番効果ありそうだな	머리 공격이 제일 효과적일 듯하군
6905	dialog	1	27	13	頼まれてた物、持ってきたよ	부탁받은 물건,가져왔어
6906	dialog	1	37	18	頼まれてた部品、取ってこれなかった！	부탁받은 부품,못 구해왔어！
6907	movie	1	5	2	頼む	부탁해
6908	dialog	1	23	11	頼む、一度でいいんだ！	부탁이야,한 번이면 돼！
6909	dialog	1	21	10	頼んだぞ、エッジ！！	부탁한다,에지！！
6910	dialog	1	27	13	頼んだぞ、礼ははずむからな	부탁한다,사례는 두둑이 할 테니
6911	dialog	1	39	19	頼んだ物はまだか？ 早く持って来てくれ	부탁한 물건은 아직이야？빨리 가져와
6913	dialog	1	11	5	風網制御板	풍망 제어판
6914	ui	1	207	100	飛ぶ練習をするために、村の外に\n出ていた儀らだけが助かった。\n不思議と涙は出なかった。目の前で\n村が燃えているのに、なにか悪い夢の\nように思えて仕方なかった。\nむしろ、その後に起きたラギの異変が\n儀を恐れさせた。	날아오르는 연습을 하려고 마을 밖에 나가 있던 나만 살아남았다.이상하게 눈물은 나오지 않았다.눈앞에서 마을이 불타는데도 그저 나쁜 꿈 같았다.오히려 그 뒤 일어난 라기의 이변이 나를 두렵게 했다.
6915	dialog	1	19	9	飛行甲板、換装完了	비행갑판 교체완료
