id	kind	count	budget	chars	jp	ko
4416	dialog	1	29	14	カートリッジからロードします	카트리지에서 불러옵니다
4417	dialog	1	27	13	カートリッジにセーブします	카트리지에 저장합니다
4418	dialog	1	26	13	カ緒に行くことだってできる	함께 갈 수도 있어
4419	dialog	1	37	18	ガキのくせにやるじゃねえか、へへへ…	꼬맹이 주제에 제법이잖아,헤헤헤…
4420	movie	1	17	8	ガキめ、しぶとい	이 꼬맹이,질기군
4421	dialog	1	11	5	ガッシュ…	갓슈…
4422	dialog	1	27	13	ガッシュ、あれがオアシス？	갓슈,저게 오아시스야?
4423	dialog	1	29	14	ガッシュから、話は聞いたかね	갓슈한테 얘기는 들었나
4424	dialog	1	31	15	ガッシュが、あんたを待ってるよ	갓슈가 당신을 기다리고 있어
4425	dialog	1	33	16	ガッシュが、そこで待ってるはずだ	갓슈가 거기서 기다리고 있을 거야
4426	dialog	1	31	15	ガッシュなら、監視台に行ったよ	갓슈라면 감시대로 갔어
4429	dialog	1	37	18	ガッシュの、シーカーの所へ戻ってくれ	갓슈의 시커 쪽으로 돌아가 줘
4430	dialog	1	23	11	ガッシュの師でもあった	갓슈의 스승이기도 했다
4432	dialog	1	39	19	ガッシュは、そこを攻めるつもりなのか…	갓슈는 그곳을 공격할 셈인가…
4433	dialog	1	17	8	ガッシュ達だって	갓슈 일행도
4434	dialog	1	39	19	ガッシュ達と一緒に行くことだってできる	갓슈 일행과 함께 갈 수도 있어
4435	movie	1	33	16	ガッシュ達は、その間に逃げてくれ	갓슈 일행은 그 사이에 도망쳐 줘
4436	movie	1	11	5	ガッシュ！	갓슈!
4438	dialog	1	31	15	ガリル砂漠で世話になったってさ	가릴 사막에서 신세를 졌다더군
4439	dialog	1	37	18	ガリル砂漠なら、でかい地下遣跡もある	가릴 사막엔 큰 지하 유적도 있어
4440	ui	1	17	8	ガリル砂漠クリア	가릴 사막 클리어
4441	ui	1	37	18	ガリル砂漠ボス戦(ハイシュ＆ハイガ)	가릴 사막 보스전(하이슈&하이가)
4442	ui	1	33	16	ガリル砂漠中ボス戦A(ズースー)	가릴 사막 중간보스전A(즈스)
4443	ui	1	17	8	ガリル砂漠進入可	가릴 사막 진입
4444	dialog	1	23	11	ガーディアン ドラゴン	가디언 드래곤
4445	dialog	1	29	14	ガーディアンの起動システムと	가디언의 기동 시스템과
4446	ui	1	21	10	ガーディアンドラゴン	가디언 드래곤
4447	dialog	1	4	2	キタ	왔다
4448	dialog	1	11	5	キトール…	키토르…
4449	ui	1	29	14	キャラバン(ゾアの森)進入可	캐러밴(조아의 숲) 진입 가능
4450	ui	1	29	14	キャラバン(ゾアの街)進入可	캐러밴(조아 시가지) 진입 가능
4451	ui	1	27	13	キャラバン(平原A)進入可	캐러밴(평원A) 진입 가능
4452	ui	1	27	13	キャラバン(平原B)進入可	캐러밴(평원B) 진입 가능
4453	ui	1	27	13	キャラバン(砂漠A)進入可	캐러밴(사막A) 진입 가능
4454	ui	1	27	13	キャラバン(砂漠B)進入可	캐러밴(사막B) 진입 가능
4455	dialog	1	39	19	キャラバンに入るのも、悪くないよなあ…	캐러밴에 드는 것도 나쁘지 않겠지…
82	dialog	15	206	99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n	캐러밴 리더를 만난 에지.\n리더로부터,에지가 쫓고 있는 제국의\n함대(크레이멘 함대)는 금지구역\n(게오르기우스)으로 향한 것이\n아닐까 하는 이야기를 듣는다.\n \n(미완성・향후 데모로 표시 예정)\n
82	dialog	15	206	99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n	캐러밴 리더를 만난 에지.\n리더로부터,에지가 쫓고 있는 제국의\n함대(크레이멘 함대)는 금지구역\n(게오르기우스)으로 향한 것이\n아닐까 하는 이야기를 듣는다.\n \n(미완성・향후 데모로 표시 예정)\n
82	dialog	15	206	99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n	캐러밴 리더를 만난 에지.\n리더로부터,에지가 쫓고 있는 제국의\n함대(크레이멘 함대)는 금지구역\n(게오르기우스)으로 향한 것이\n아닐까 하는 이야기를 듣는다.\n \n(미완성・향후 데모로 표시 예정)\n
82	dialog	15	206	99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n	캐러밴 리더를 만난 에지.\n리더로부터,에지가 쫓고 있는 제국의\n함대(크레이멘 함대)는 금지구역\n(게오르기우스)으로 향한 것이\n아닐까 하는 이야기를 듣는다.\n \n(미완성・향후 데모로 표시 예정)\n
83	dialog	15	194	93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n	
83	dialog	15	194	93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n	
83	dialog	15	194	93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n	
83	dialog	15	194	93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n	
4456	ui	1	31	15	キャンプ(カイナスの村)進入可	캠프(카이나스 마을) 진입 가능
4457	ui	1	31	15	キャンプ(シーカーの里)進入可	캠프(시커의 마을) 진입 가능
4458	ui	1	27	13	キャンプ(ゾアの森)進入可	캠프(조아의 숲) 진입 가능
4459	ui	1	23	11	キャンプ(平原)進入可	캠프(평원) 진입 가능
4460	ui	1	25	12	キャンプ(発掘所)進入可	캠프(발굴지) 진입 가능
4461	ui	1	25	12	キャンプ(砂漠A)進入可	캠프(사막A) 진입 가능
4462	ui	1	25	12	キャンプ(砂漠B)進入可	캠프(사막B) 진입 가능
4463	dialog	1	8	3	ク\n\nねイ<01><1B>	ク\n\nねイ<01><1B>
