id	kind	count	budget	chars	jp	ko
5613	dialog	1	31	15	奴らは遣跡が目当てなんだからな	저놈들은 유적이 목적이니까
5615	dialog	1	35	17	娘が悪い事を覚えると、困るんだがね	딸이 나쁜 걸 배우면 곤란해
5616	dialog	1	35	17	子供が戻ってきたら、巣を飛び立って	아이가 돌아오면,둥지를 떠나서
5617	dialog	1	27	13	子供を放し飼いにしとくんだ	아이를 자유롭게 놔두는 거야
5618	dialog	1	35	17	子供達を養わなくちゃいけないんでね	아이들을 먹여 살려야 하니까 말이야
5619	movie	1	17	8	守られているのだ	지켜지고 있는 것이다
5620	movie	1	15	7	守るだって！？	지킨다고!?
5621	ui	1	171	82	守護地に生まれた人は、\n司祭によって定められた夜に、\n神への祈りを捧げなければならない。\n\nまず、祈りの夜の来る日には、\n清められたわき水のほかには、\n何も□にしてはならない。	수호지에서 태어난 자는,\n사제가 정한 밤에,\n신께 기도를 올려야 한다.\n\n우선,기도의 밤이 오는 날에는,\n정화된 샘물 외에는,\n아무것도 □해서는 안 된다.
5622	ui	1	149	72	守護地に生まれた人よ、心せよ。\nあなたの血は、さばきを経て選ばれた\nよき人につらなる。\nあなたの血は、終息日において、\n新たな創造の手となる人に流れる。	수호지에서 태어난 자여,명심하라.\n그대의 피는,심판을 거쳐 선택된\n선한 자에게 이어진다.\n그대의 피는,종식일에,\n새로운 창조의 손이 될 자에게 흐른다.
5623	ui	1	145	70	守護地に生まれた人よ、忘れるな。\nあなたの上に降る「護り火」は、\n掟と引きかえであることを。\nその光は、終息日まで、\n絶えることがあってはならない。	수호지에서 태어난 자여,잊지 마라.\n그대 위에 내리는 「수호의 불」은,\n계율과 맞바꾼 것임을.\n그 빛은,종식일까지,\n끊어져서는 안 된다.
5624	dialog	1	37	18	安くしとくぜ…どうだ、こんなもんで？	싸게 해 줄게…어때,이 정도면?
5625	dialog	1	23	11	安全装置解除、行くぞ！	안전장치 해제,간다!
5626	movie	1	19	9	完全に消滅しました	완전히 소멸했습니다
5627	dialog	1	27	13	完全に独立しているみたい…	완전히 독립된 듯해…
5628	dialog	1	35	17	完全に破壊するしかない、できるか？	완전히 부수는 수밖에,되겠나?
5629	dialog	1	31	15	完全に街を牛耳った気でいやがる	완전히 마을을 손에 넣은 기분이겠지
5630	dialog	1	9	4	完全形態	완전형태
5631	ui	1	177	85	宙に浮かぶ旧世紀の機械に向けて、\nラギが放ったもの…それはドラゴンの\n「光の矢」だった。\n \n儀の夢想は、現実になってしまった。\n今まで儀のまわりにあった、全ての\n現実を代償にして。	하늘에 떠 있는 구세기 기계를\n향해,라기가 쏜 것…그것은\n드래곤의 「빛의 화살」이었다.\n나의 몽상은,현실이 되고\n말았다.지금까지 내 주변에\n있던,모든 현실을 대가로\n삼아서.
5632	dialog	1	9	4	実はな…	실은…
5633	dialog	1	15	7	実を言うとさ…	실을 말하자면…
5634	dialog	1	15	7	実を言うとな…	사실을 말하자면…
5635	dialog	1	31	15	実際は、旧世紀の防衛装置なんだ	사실은,구세기의 방위 장치인 거야
5636	dialog	1	37	18	実際はどうだか、わかったもんじゃねえ	실제로는 어떨지,알 게 뭐야
5637	dialog	1	33	16	寄生されないように気をつけないと	기생당하지 않도록 조심해야지
5638	ui	1	13	6	対攻性生物戦	대공성생물전
5639	ui	1	119	57	対攻性生物用の攻撃機。\n攻撃力や防御力を下げる\n特殊な弾を撃ってくるが、\n強力な武器を積むために\n耐久力を犠牲にしている。	대공성생물용 공격기.\n공격력이나 방어력을 낮추는\n특수한 탄을 쏘지만,\n강력한 무기를 탑재하기 위해\n내구력을 희생한다.
5640	ui	1	163	78	対攻性生物用の攻撃機。\n神経弾や対攻性生物弾を\n積んでいる。護衛機を\n従えていることも多い。\nこちらの動きを追って砲を\n向けてくるが、落ち着いて\n逃げれば大丈夫だろう。	대공성생물용 공격기.\n신경탄이나 대공성생물탄을\n탑재한다.호위기를\n거느리고 있는 경우도 많다.\n이쪽의 움직임을 쫓아 포를\n겨누지만,침착하게\n도망치면 괜찮을 것이다.
5641	dialog	1	19	9	対物センサー始動…	대물 센서 기동…
5642	dialog	1	33	16	対空誘導レーダー停止しました！！	대공 유도 레이더 정지했습니다!!
5643	dialog	1	17	8	対空誘導弾発射！	대공 유도탄 발사!
5644	dialog	1	35	17	対空迎撃戦闘モード、高速射撃開始！	대공 요격 모드,고속 사격 개시!
5645	dialog	1	19	9	対空迎撃戦闘開始！	대공 요격 전투 개시!
5646	dialog	1	17	8	対空迎撃準備完了	대공요격 준비 완료
5647	dialog	1	37	18	封印の解き方が、まだわかんないからね	봉인을 푸는 방법을,아직 모르니까
5648	dialog	1	21	10	封印を解除すること…	봉인을 해제하는 것…
5649	dialog	1	7	3	封印？	봉인?
5650	dialog	1	23	11	尋うか、焼き払うか、だ	캐물을지,태워버릴지다
5652	dialog	1	35	17	小金目当てに体を張るバカはいねえよ	푼돈 때문에 목숨 거는 바보는 없어
5653	dialog	1	27	13	少し、出力上げといたからな	조금,출력을 올려놨으니까
5654	dialog	1	35	17	少しは…役に立てるかと思ったけど…	조금은…도움이 될 거라 생각했는데…
5655	dialog	1	31	15	少しは将来のことを考えろ、とな	조금은 장래를 생각하라고 말이지
5656	dialog	1	25	12	少ないが、とっといてくれ	적지만,받아 둬
5657	dialog	1	33	16	少なくとも、外よりはずっとマシさ	적어도,밖보다는 훨씬 나아
5658	dialog	1	27	13	少年がひとり乗っとったが…	소년이 한 명 타고 있었는데…
71	dialog	17	23	11	売却可能な所持品を売る	
5659	dialog	1	37	18	岩の壁を越えたけりゃ、抜け道を探しな	바위벽을 넘으려면 샛길을 찾아봐
5660	dialog	1	35	17	巣の中で固まった分泌物が必要なんだ	둥지 안에서 굳어진 분비물이 필요해
5661	dialog	1	33	16	巣を破壊されて怒っているのだろう	둥지가 파괴되어 화가 난 거겠지
5662	slot	1	23	2	左右	좌우
5663	dialog	1	9	4	左腕マヒ	왼팔 마비
5664	dialog	1	15	7	左舷に敵影確認	좌현 적함 확인
5665	dialog	1	13	6	左舷動力停止	좌현 동력정지
5666	dialog	1	17	8	左舷護衛艦隊壊滅	좌현 호위대 궤멸
5667	dialog	1	31	15	巨大な生物の実験場だったのだ…	거대한 생물의 실험장이었던 것이다…
5669	dialog	1	23	11	帝国がここに来た目的…	제국이 이곳에 온 목적…
5670	dialog	1	25	12	帝国がここを占領したら…	제국이 이곳을 점령하면…
5671	dialog	1	33	16	帝国がそう簡単に引きさがるもんか	제국이 그렇게 쉽게 물러날 리가
5672	movie	1	37	18	帝国がやばい物を発掘したっていうから	제국이 위험한 물건을 발굴했다니까
5673	dialog	1	27	13	帝国がらみなんだろ、どうせ	어차피 제국과 관련된 거겠지
5674	dialog	1	35	17	帝国が二度と来ないという保証はない	제국이 안 온다는 보장은 없다
5675	movie	1	25	12	帝国が塔と呼び追い求め、	제국이 탑이라 부르며 좇던,
5676	dialog	1	31	15	帝国が攻めてきたら、おしまいだ	제국이 쳐들어오면,끝장이다
5677	dialog	1	35	17	帝国が攻めてきた方がよかったのか？	제국이 쳐들어온 편이 나았을까?
5678	dialog	1	35	17	帝国ってのは、そういう連中なんだよ	제국이란 건,그런 놈들이야
5679	dialog	1	25	12	帝国って言や、聞いたか？	제국이라 하면,들었나?
5680	movie	1	35	17	帝国と同じく旧世紀の力を手に入れた	제국처럼 구세기의 힘을 손에 넣었다
5681	dialog	1	37	18	帝国と関わりがあったなんて知れたら…	제국과 관련됐다는 게 알려지면…
5682	dialog	1	25	12	帝国なんかより、ずっとな	제국 따위보다,훨씬
5683	dialog	1	23	11	帝国に売ろうってのか？	제국에 팔겠다는 거냐?
5684	dialog	1	29	14	帝国に焼かれてしまったんだ！	제국에 의해 불타버렸어!
5685	dialog	1	33	16	帝国の事に詳しい人を探してるんだ	제국을 잘 아는 사람을 찾고 있어
5686	dialog	1	29	14	帝国の体制は崩れつつあります	제국의 체제는 무너져 가고 있습니다
5688	dialog	1	33	16	帝国の基地がつぶされたんだってよ	제국의 기지가 박살났다더군
5689	dialog	1	33	16	帝国の基地の事、知りたいんだけど	제국의 기지에 대해,알고 싶은데
5690	dialog	1	23	11	帝国の基地は全滅だとよ	제국의 기지는 전멸이라더군
5691	ui	1	182	87	帝国の基地を守っていた\n初めて見る型の戦艦。\n帝国軍では、特殊な武器や\nエンジンが発掘されると、\nそれに合わせた試作艦が\n作られると聞いたことが\nある。たぶん、この艦も\nそのひとつだろう。	제국의 기지를 지키고 있던\n처음 보는 형태의 전함.\n제국군에서는,특수한 무기나\n엔진이 발굴되면,\n그에 맞춘 시작함이\n만들어진다고 들은 적이\n있다.아마,이 함도\n그중 하나일 것이다.
5692	dialog	1	33	16	帝国の影がある土地には留まれんよ	제국 그림자가 있는 땅엔 못 머물러
5693	movie	1	27	13	帝国の手によって発掘された	제국의 손에 의해 발굴되었다
5694	movie	1	17	8	帝国の特務部隊…	제국의 특무부대…
5695	dialog	1	35	17	帝国の狙いは「護り火」だよ、きっと	제국의 노림수는 「수호의 불」이야
5696	dialog	1	27	13	帝国の連中があわてるわけだ	제국 놈들이 당황할 만하지
5697	dialog	1	35	17	帝国の連中だって、似たようなもんさ	제국 놈들도,비슷한 거야
5698	dialog	1	39	19	帝国の連中は、たぶんその向こうにいるぞ	제국 놈들은 그 너머에 있을 거야
5699	dialog	1	37	18	帝国の金なんか、こっちからお断りだよ	제국의 돈 따위,이쪽에서 사양이야
