id	kind	count	budget	chars	jp	ko
6021	dialog	1	101	47	敵からの攻撃に対処するために\nドラゴンは敵の前後左右4方向に\n移動することができる。\nこれを<03>\n位置取り<03>	적의 공격에 대처하려\n드래곤은 적의 전후좌우로\n이동할 수 있다.\n이것을<03>\n포지셔닝<03>
6022	movie	1	27	13	敵が来た時の処理はまかせる	적이 왔을 때 처리는 맡겨둬
6023	dialog	1	27	13	敵だったんでしょ、あなたの	적이었던 거지,당신이
6024	dialog	1	41	18	敵とドラゴンの位置関係は\n<03>\n戦闘レーダー<03>	적과 드래곤의 위치는\n<03>\n전투 레이더<03>
6025	dialog	1	80	37	敵に大きなダメージを与えるには\n弱点を狙って攻撃すればよい。\n弱点には<03>\nWEAK<03>	적에게 큰 데미지를 주려면\n약점을 노려 공격하면 된다.\n약점에는<03>\nWEAK<03>
6026	dialog	1	54	26	敵の弱点や、集団の中の特定の敵を\n集中して攻撃できる。	적의 약점이나 무리 속 적을\n집중 공격한다.
6029	movie	1	21	10	敵の数が増えるだけだ	적의 수가 늘어날 뿐이다
6030	dialog	1	131	63	敵の数が多くても、1体あたりの\nダメージは変わらないので\n一度に多くの敵と戦う場合に有効。\nレベルアップによって\n覚えることができる。	적의 수가 많아도\n1체당 데미지는 변하지 않으므로\n한 번에 많은 적과 싸울 때 유효.\n레벨업으로\n익힐 수 있다.
6031	dialog	1	129	62	敵の数が多くても少なくても\n総攻撃回数は変わらないので\n少数の敵に対して使った方が有効。\nレベルアップによって\n覚えることができる。	적의 수가 많든 적든\n총공격 횟수는 변하지 않으므로\n소수의 적에게 쓰는 편이 유효.\n레벨업으로\n익힐 수 있다.
6032	dialog	1	37	18	敵の機動部隊が君のところに向かうまで	적의 기동부대가 네게 향할 때까지
6035	dialog	1	72	34	敵の行動は\nドラゴンが敵に対して\nどの方向にいるかによって\n変わってくる。	적의 행동은\n드래곤이 적을 기준으로\n어느 방향에 있느냐로\n달라진다.
6036	dialog	1	96	46	敵の防御力は\n方向によって異なるので\nどの方向から攻撃するかによって\n与えるダメージが違ってくる。	적의 방어력은\n방향마다 다르므로\n어느 방향에서 치느냐로\n주는 피해가 달라진다.
6037	dialog	1	118	57	敵を倒すまでの時間が短く\n敵から受けたダメージが小さいほど\n高い評価を得ることができる。\n評価は、高い順に以下のとおり。	적을 쓰러뜨리는 시간이 짧고\n적에게 받은 데미지가 작을수록\n높은 평가를 받을 수 있다.\n평가는 높은 순으로 다음과 같다.
6038	dialog	1	35	17	敵を倒せばすむってもんじゃなかった	적만 쓰러뜨리면 끝나는 게 아니었어
6040	dialog	1	21	10	敵影を確認、援軍求む	적 발견,지원군 요청
6041	dialog	1	13	6	敵影を確認！	적 발견!
6042	movie	1	5	2	敵？	적?
6043	dialog	1	21	10	文明の力ってやつをな	문명의 힘이란 걸
6044	dialog	1	37	18	新しい司祭様の方針だと聞きましたが…	새 사제님의 방침이라고 들었는데…
6045	dialog	1	19	9	新しい品が入ったよ	새 물건이 들어왔어
6046	ui	1	15	7	新たな乗り手へ	새로운 라이더에게
6047	dialog	1	35	17	新たな実りを探しているのでしょう？	새로운 결실을 찾고 있는 거겠지?
6048	dialog	1	35	17	新たな恵みが見つかる保証はないのだ	새로운 은혜를 찾는다는 보장은 없다
6049	movie	1	29	14	新たな目的を与えるためにな…	새로운 목적을 주기 위해서지…
6050	dialog	1	29	14	新入りが増えると、気が楽だよ	신참이 늘면 마음이 편해
6051	movie	1	11	5	新手か！！	새 놈인가!!
6052	dialog	1	39	19	新顔のハンターがあっさり神聖区入りして	신입 헌터가 쉽게 신성구에 들어와
6053	movie	1	27	13	方位07、2500リオン、	방위 07,2500리온,
6054	dialog	1	17	8	方法は色々あるぜ	방법은 여러 가지야
6055	dialog	1	23	11	施設へ進入する際には…	시설에 진입할 때는…
6056	ui	1	213	103	旅に出てから3日目。キャラバンから\n水と食料を分けてもらう。\n例の旧世紀の機械(みんな「フネ」と\n呼んでいるようだ。メッカニアが発掘\nしたものだという)の行方も聞いた。\nどうやら帝国との国境地帯に向かって\nいるらしい。	여행을 떠난 지 3일째.캐러밴에게 물과 식량을 나눠 받는다.그 구세기 기계(다들 「배」라고 부르는 듯하다.메카니아가 발굴 했다고 한다)의 행방도 들었다.아무래도 제국과의 국경지대로 향하는 듯.
6058	dialog	1	35	17	旅の荷物とか、ここに隠してあるんだ	여행 짐 같은 건 여기 숨겨뒀어
