id	kind	count	budget	chars	jp	ko
0	slot	234	11	5	話をやめる	이야기 그만
1	dialog	202	2	1	)	)
2	slot	106	9	4	帝国の話	제국 이야기
3	slot	104	19	6	シーカーの話	시커 이야기
4	dialog	96	19	9	ジューバの店への道	주바의 가게로 가는 길
5	slot	96	29	6	ゾアの街の話	조아 마을 이야기
6	dialog	87	7	3	やめる	그만둔다
7	slot	73	19	6	ドラゴンの話	드래곤 이야기
8	dialog	70	2	1	る	る
9	dialog	64	19	9	バイマンの家への道	바이만의 집 가는 길
10	dialog	64	11	5	教会への道	교회 길
11	dialog	64	17	8	機械置き場への道	기계 창고로 가는 길
12	dialog	64	11	5	通路への道	통로 길
13	slot	64	31	4	酒場の話	술집 이야기
14	slot	64	31	5	開放区の話	개방구 이야기
15	dialog	47	9	4	レーザー	레이저
16	slot	40	19	6	攻性生物の話	공성생물 이야기
17	slot	40	19	5	旧世紀の話	구세기 이야기
18	narration	33	25	12	(扉は閉ざされている…)	(문이 굳게 닫혀 있다…)
19	slot	33	25	5	アゼルの話	아젤 이야기
20	slot	32	31	7	「護り火」の話	「수호의 불씨」이야기
21	slot	32	29	9	『絶対の客人』の話	『절대의 손님』이야기
22	slot	32	31	4	ウルの話	울 이야기
23	slot	32	29	6	ガッシュの話	가슈 이야기
24	slot	32	31	6	トビタマの話	토비타마 이야기
25	dialog	32	17	8	パエットの居場所	파에트의 행방
26	slot	32	31	4	司祭の話	사제 이야기
27	slot	32	31	5	神聖区の話	신성구 이야기
28	dialog	30	5	2	反撃	반격
29	dialog	29	9	4	外に出る	나간다
30	dialog	28	9	4	中に入る	들어간다
34	dialog	26	19	9	すでに行なっている	이미 하고 있다
35	dialog	26	23	11	アイテムのリストを表示	아이템 목록을 표시
36	dialog	26	23	11	アイテムを持っていない	아이템이 없다
37	dialog	26	11	5	エスケープ	이스케이프
38	dialog	26	13	6	クチカラボム	구치카라폭탄
39	dialog	26	17	8	サンダーレーザー	선더 레이저
40	dialog	26	9	4	シールド	실드
41	dialog	26	11	5	スタンガン	스턴건
42	dialog	26	15	7	スタンレーザー	스턴 레이저
43	dialog	26	9	4	スピード	스피드
31	dialog	27	27	13	ドラゴンのタイプをセレクト	드래곤 타입을 선택
44	dialog	26	17	8	ドラゴンリキッド	드래곤 리퀴드
