id	kind	count	budget	chars	jp	ko
1613	narration	1	35	17	(ハンターがよく使う携帯ランプだ)	(헌터가 자주 쓰는 휴대용 램프다)
1614	narration	1	39	19	(ハンターが弾薬入れによく使っている)	(헌터가 탄약통으로 자주 쓴다)
1615	narration	1	31	15	(ハンターが身につける防具だ)	(헌터가 착용하는 방어구다)
1616	narration	1	27	13	(ハンターのラドガムだ…)	(헌터의 라드검이다…)
1617	narration	1	27	13	(ハンターの使う道具だ…)	(헌터가 쓰는 도구다…)
1618	narration	1	23	11	(ハンターの死体だ…)	(헌터의 시체다…)
1619	narration	1	29	14	(パエットが作業をしている)	(파에트가 작업을 한다)
1620	narration	1	37	18	(パエットぐらいしかいないよなあ…)	(파에트 정도밖에 없겠지…)
1621	narration	1	31	15	(パエットだ…不機嫌そうだな)	(파에트다…기분이 안 좋아 보인다)
1622	narration	1	37	18	(パエットには聞こえてないのか…？)	(파에트에게는 안 들리는 건가…？)
1623	narration	1	37	18	(パエットに見せてもらった通りだ…)	(파에트가 보여준 대로다…)
1624	narration	1	35	17	(パエットの欲しがってる物って…)	(파에트가 원하는 물건이란…)
1625	narration	1	39	19	(パエットは、じっと発掘品を見ている)	(파에트는 가만히 발굴품을 본다)
1626	narration	1	15	7	(パエット！)	(파에트！)
1627	narration	1	31	15	(プロテクトキーってやつか…)	(프로텍트 키라는 건가…)
1628	narration	1	21	10	(プロテクトキー？)	(프로텍트 키？)
1629	narration	1	25	12	(マクランジュエルか…)	(마크란 주얼인가…)
1630	narration	1	39	19	(マクランジュエルが欲しいらしいな…)	(마크란 주얼을 원하는 모양이군…)
1631	narration	1	39	19	(マクランジュエルを調達するんだっけ)	(마크란 주얼을 조달하는 거였지)
1632	narration	1	37	18	(メル=カヴァが見えた時と同じだ…)	(멜=카바가 보였을 때와 같다…)
1633	narration	1	37	18	(メル=カヴァの一部のようだけど…)	(멜=카바의 일부인 듯한데…)
1634	narration	1	33	16	(ラグス草を栽培しているらしい)	(라구스 풀을 재배하는 듯)
1635	narration	1	37	18	(ランプを外した台だけが吊ってある)	(램프를 뗀 받침대만 매달려 있다)
1636	narration	1	35	17	(ランプを降ろすのに使ったらしい)	(램프를 내리는 데 쓴 듯하다)
1637	narration	1	17	8	(ランプ台だ…)	(램프 받침대다…)
1638	narration	1	19	9	(ワームの幼性？)	(웜의 유생？)
1639	narration	1	25	12	(一体、何の用だろう？)	(대체 무슨 용건일까？)
1640	narration	1	27	13	(一応満足したみたいだな)	(일단 만족한 모양이군)
1641	narration	1	23	11	(一緒についてくるぞ)	(같이 따라오는군)
1642	narration	1	39	19	(上等のランプだ…本を読むためだろう)	(고급 램프다…책 읽는 용도겠지)
1643	narration	1	21	10	(不思議な男だな…)	(신기한 남자로군…)
1644	narration	1	33	16	(中が空洞になってる…通れるな)	(속이 비었다…지나갈 수 있겠군)
1645	narration	1	37	18	(中身はほとんど持ち出されてるな…)	(내용물은 거의 다 빼낸 듯…)
1646	narration	1	21	10	(主を失った船か…)	(주인을 잃은 배인가…)
1647	narration	1	35	17	(乗せてやった方がよかったかな…)	(태워 주는 게 좋았으려나…)
1648	narration	1	21	10	(井戸が掘ってある)	(우물이 파여 있다)
1649	narration	1	37	18	(井戸というより、地下の通路だな…)	(우물이라기보다 지하 통로로군…)
1650	narration	1	23	11	(人が倒れている…！)	(사람이 쓰러져 있다…！)
1651	narration	1	37	18	(今では、この男がゾアの支配者か…)	(지금은 이 남자가 조아의 지배자)
1652	narration	1	33	16	(今のが遣跡のガーディアンか！)	(방금 그게 유적의 가디언인가！)
1653	narration	1	31	15	(今の声…直接頭に響いてきた)	(방금 그 소리…머리에 울렸다)
1654	narration	1	31	15	(今はこのまま寝かせてやろう)	(지금은 이대로 재워 주자)
1655	narration	1	39	19	(今はこの男の言うことを聞くしかない)	(이 남자 말을 들을 수밖에)
1656	narration	1	33	16	(今はこれを修理しているらしい)	(지금은 이걸 수리하는 듯)
1657	narration	1	21	10	(今は動いてない…)	(지금은 움직이지 않는군…)
1658	narration	1	33	16	(今夜、ここに来いと書いてある)	(오늘 밤 여기로 오라 쓰여 있다)
1659	narration	1	39	19	(今度はもっと戦い方を工夫してみよう)	(다음엔 싸우는 법을 궁리해 보자)
1660	narration	1	33	16	(今日は気が立ってるみたいだ…)	(오늘은 기분이 예민해 보이는데…)
1661	narration	1	31	15	(今日は特に調子がよさそうだ)	(오늘은 유난히 상태가 좋아 보여)
1662	narration	1	27	13	(仕組んでたってわけか…)	(짜고 친 거였나…)
1663	narration	1	21	10	(他にもいるかな…)	(다른 사람도 있으려나…)
1664	narration	1	31	15	(他に手がかりを探してみよう)	(다른 단서를 찾아보자)
1665	narration	1	31	15	(他に道を探すしかないのか？)	(다른 길을 찾을 수밖에 없나？)
1666	narration	1	27	13	(仲間の所に戻ったのかな)	(동료한테 돌아간 걸까)
1667	narration	1	29	14	(体力が落ちてきたみたいだ)	(체력이 떨어진 듯하다)
1668	slot	1	29	14	(体裁のいいものじゃないな)	(체면이 서는 물건은 아니군)
1669	narration	1	21	10	(何かいるのか！？)	(뭔가 있는 건가！？)
1670	narration	1	29	14	(何かが作動したみたいだ…)	(뭔가가 작동한 듯하다…)
1671	narration	1	31	15	(何かが引きあげられている？)	(뭔가가 끌어올려진다？)
1672	narration	1	31	15	(何かの作業をしているようだ)	(뭔가 작업을 하는 듯)
1673	narration	1	17	8	(何かの紋章だ)	(뭔가의 문장이다)
1674	narration	1	31	15	(何かの道具が下げられている)	(뭔가의 도구가 매달려 있다)
1675	narration	1	21	10	(何かの鍵らしいが)	(뭔가의 열쇠 같은데)
1676	narration	1	27	13	(何かはめ込んであるぞ…)	(뭔가가 끼워져 있군…)
1677	narration	1	35	17	(何かをはめるみたいな形だけど…)	(뭔가를 끼우는 듯한 형태인데…)
1678	narration	1	17	8	(何か光ってる)	(뭔가 빛나고 있다)
1679	narration	1	33	16	(何か変化があったかもしれない)	(뭔가 변화가 있었을지도 모른다)
1680	narration	1	31	15	(何か話してるみたいだけど…)	(뭔가 이야기하는 것 같은데…)
1681	narration	1	17	8	(何だ、こいつ)	(뭐야,이 녀석)
1682	narration	1	23	11	(何だろう、これは？)	(뭘까,이건？)
1683	narration	1	11	5	(何だ！)	(뭐야！)
1684	narration	1	25	12	(何だ？ この遣跡は…)	(뭐지？이 유적은…)
1685	narration	1	27	13	(何だ？ 帝国軍の奴ら…)	(뭐지？제국군 녀석들…)
1686	narration	1	25	12	(何でも売ってるんだな)	(뭐든지 팔고 있군)
1687	narration	1	29	14	(何に使うのかさっぱりだ…)	(뭐에 쓰는지 전혀 모르겠다…)
1688	narration	1	23	11	(何に使うんだろう？)	(뭐에 쓰는 걸까？)
1689	narration	1	31	15	(何のための装置なんだろう？)	(뭘 위한 장치일까？)
1690	narration	1	21	10	(何も起こらない…)	(아무 일도 없다…)
1691	narration	1	33	16	(何も起こらなければいいけど…)	(아무 일도 없으면 좋겠는데…)
1692	narration	1	29	14	(何をやろうとしてるんだ？)	(뭘 하려는 거지？)
1693	narration	1	21	10	(作りかけの水袋だ)	(만들다 만 물주머니다)
1694	narration	1	31	15	(作物が山のように積んである)	(작물이 산더미처럼 쌓였다)
1695	narration	1	31	15	(作物を運ぶためのかごらしい)	(작물을 나르는 바구니인 듯하다)
1696	narration	1	29	14	(保存燃料を使ったたき火だ)	(보존 연료를 쓴 모닥불이다)
1697	narration	1	33	16	(倉庫の換気のための風車らしい)	(창고 환기를 위한 풍차인 듯하다)
