id	kind	count	budget	chars	jp	ko
1110	dialog	2	37	18	神聖区の住民権を得るための近道はね…	
1111	dialog	2	19	9	空中城砦艦ヴリトラ	
1112	dialog	2	9	4	空中機雷	
1113	dialog	2	25	12	空中船で脱出できたんでね	
1114	dialog	2	13	6	突撃艦マルト	
1115	dialog	2	9	4	縦列反射	
1116	dialog	2	5	2	自爆	
1117	dialog	2	25	12	苦しいわけじゃないけど…	
1118	dialog	2	9	4	行くぞ！	
1119	dialog	2	31	15	街の入□の横に、階段があるだろ	
1120	dialog	2	33	16	街の入□の横にある階段を越えて…	
1121	dialog	2	37	18	街や村を離れるほど、物騒になるからな	
1122	dialog	2	23	11	要するに、余り物なんだ	
1123	movie	2	13	6	覚えてるか？	
1124	dialog	2	5	2	触手	
1125	dialog	2	33	16	評議会も、その辺を考えてほしいね	
1126	dialog	2	29	14	話があるんだ…あとで来てくれ	
1127	dialog	2	35	17	詳しい場所は、この地図に書いてある	
1128	dialog	2	15	7	誘導爆雷艦カラ	
1129	dialog	2	23	11	誘導爆雷艦カラ＆護衛機	
1130	dialog	2	9	4	説明終了	
1131	dialog	2	21	10	誰の助けもいらないよ	
1132	dialog	2	39	19	近所の爺さんが、銃の修理を頼んできてね	
1133	dialog	2	19	9	逃げたりしないから	
1134	dialog	2	11	5	違うのか？	
1135	dialog	2	37	18	違うわ…そういう時は、すぐわかるから	
1136	dialog	2	21	10	遣跡ゲオルギウス上空	
1137	dialog	2	27	13	適当に持って行ってください	
1138	dialog	2	7	3	重散弾	
1139	dialog	2	17	8	重散弾砲出力上昇	
1140	dialog	2	7	3	開放区	
1141	dialog	2	84	40	防御型は\n3ゲージたまっている間\n防御力がさらに上昇する。\nHPを温存したい時に有効。	
1142	dialog	2	92	44	防御型専用バーサークは\nツァオ(防御力上昇)。\n敵の攻撃で受けるダメージを\nより小さくできる。	
1143	dialog	2	5	2	離散	
1144	dialog	2	11	5	電磁発振砲	
1145	dialog	2	5	2	！？	
1146	ui	1	7	3	  全	
1147	ui	1	7	3	  前	
1148	ui	1	7	3	  右	
1149	ui	1	7	3	  左	
1150	ui	1	7	3	  後	
1151	ui	1	7	3	 前右	
1152	ui	1	7	3	 前左	
1153	ui	1	7	3	 前後	
1154	ui	1	7	3	 可変	
1155	ui	1	7	3	 左右	
1156	ui	1	7	3	 後右	
1157	ui	1	7	3	 後左	
1158	narration	1	23	11	(        ■)	
1159	narration	1	23	11	(       ◆◆)	
1160	narration	1	23	11	(      ■■■)	
1161	narration	1	23	11	(     ◆◆◆◆)	
1162	narration	1	23	11	(    ■■■■■)	
1163	narration	1	23	11	(   ◆◆◆◆◆◆)	
1164	narration	1	23	11	(   ！ ！   )	
1165	narration	1	23	11	(   ？ ？   )	
1166	narration	1	23	11	(  ■■■■■■■)	
1167	narration	1	23	11	(  ！     ！)	
1168	narration	1	23	11	(  ？     ？)	
1169	narration	1	23	11	( ◆◆◆◆◆◆◆◆)	
1170	narration	1	23	11	( ！    ！  )	
1171	narration	1	23	11	( ！  ！    )	
1172	narration	1	23	11	( ？    ？  )	
1173	narration	1	23	11	( ？  ？    )	
1174	narration	1	13	6	(2匹目…)	
1175	narration	1	37	18	(3体の敵を同時に攻撃できるやつだ)	
1176	narration	1	23	10	(<01><01>…よく寝ているな)	
1177	slot	1	23	10	(<01><01>が回復していく…)	
1178	narration	1	23	10	(<01><01>が新しい力を…！)	
1179	narration	1	25	11	(<01><01>の力じゃ開かない！)	
1180	narration	1	26	10	(<03><01>★<03><05>★★★★★★★★<03>	
1181	narration	1	26	10	(<03><01>★<03>\n★★★★★★★★<03>	
1182	narration	1	26	10	(<03><01>★★<03><05>★★★★★★★<03>	
1183	narration	1	26	10	(<03><01>★★<03>\n★★★★★★★<03>	
1184	narration	1	26	10	(<03><01>★★★<03><05>★★★★★★<03>	
1185	narration	1	26	10	(<03><01>★★★<03>\n★★★★★★<03>	
1186	narration	1	26	10	(<03><01>★★★★<03><05>★★★★★<03>	
1187	narration	1	26	10	(<03><01>★★★★<03>\n★★★★★<03>	
1188	narration	1	26	10	(<03><01>★★★★★<03><05>★★★★<03>	
1189	narration	1	26	10	(<03><01>★★★★★<03>\n★★★★<03>	
1190	narration	1	26	10	(<03><01>★★★★★★<03><05>★★★<03>	
1191	narration	1	26	10	(<03><01>★★★★★★<03>\n★★★<03>	
1192	narration	1	26	10	(<03><01>★★★★★★★<03><05>★★<03>	
1193	narration	1	26	10	(<03><01>★★★★★★★<03>\n★★<03>	
1194	narration	1	26	10	(<03><01>★★★★★★★★<03><05>★<03>	
1195	narration	1	26	10	(<03><01>★★★★★★★★<03>\n★<03>	
1196	narration	1	26	10	(<03><03>♪<03><07>♪♪♪♪♪♪♪♪<03>	
1197	narration	1	26	10	(<03><03>♪♪<03><07>♪♪♪♪♪♪♪<03>	
1198	narration	1	26	10	(<03><03>♪♪♪<03><07>♪♪♪♪♪♪<03>	
1199	narration	1	26	10	(<03><03>♪♪♪♪<03><07>♪♪♪♪♪<03>	
1200	narration	1	26	10	(<03><03>♪♪♪♪♪<03><07>♪♪♪♪<03>	
1201	narration	1	26	10	(<03><03>♪♪♪♪♪♪<03><07>♪♪♪<03>	
1202	narration	1	26	10	(<03><03>♪♪♪♪♪♪♪<03><07>♪♪<03>	
1203	narration	1	26	10	(<03><03>♪♪♪♪♪♪♪♪<03><07>♪<03>	
1204	narration	1	26	10	(<03><04>♪<03><07>♪♪♪♪♪♪♪♪<03>	
1205	narration	1	26	10	(<03><04>♪♪<03><07>♪♪♪♪♪♪♪<03>	
1206	narration	1	26	10	(<03><04>♪♪♪<03><07>♪♪♪♪♪♪<03>	
1207	narration	1	26	10	(<03><04>♪♪♪♪<03><07>♪♪♪♪♪<03>	
1208	narration	1	26	10	(<03><04>♪♪♪♪♪<03><07>♪♪♪♪<03>	
1209	narration	1	26	10	(<03><04>♪♪♪♪♪♪<03><07>♪♪♪<03>	
1210	narration	1	26	10	(<03><04>♪♪♪♪♪♪♪<03><07>♪♪<03>	
1211	narration	1	26	10	(<03><04>♪♪♪♪♪♪♪♪<03><07>♪<03>	
1212	narration	1	26	10	(<03><05>★<03><01>★★★★★★★★<03>	
1213	narration	1	26	10	(<03><05>★★<03><01>★★★★★★★<03>	
1214	narration	1	26	10	(<03><05>★★★<03><01>★★★★★★<03>	
1215	narration	1	26	10	(<03><05>★★★★<03><01>★★★★★<03>	
1216	narration	1	26	10	(<03><05>★★★★★<03><01>★★★★<03>	
1217	narration	1	26	10	(<03><05>★★★★★★<03><01>★★★<03>	
1218	narration	1	26	10	(<03><05>★★★★★★★<03><01>★★<03>	
1219	narration	1	26	10	(<03><05>★★★★★★★★<03><01>★<03>	
1220	narration	1	22	9	(<03><05>プロテクトキー1<03>	
1221	narration	1	22	9	(<03><05>プロテクトキー2<03>	
1222	narration	1	22	9	(<03><05>プロテクトキー3<03>	
1223	narration	1	20	8	(<03><05>プロテクトキー<03>	
1224	narration	1	26	10	(<03><07>♪<03><03>♪♪♪♪♪♪♪♪<03>	
1225	narration	1	26	10	(<03><07>♪<03><04>♪♪♪♪♪♪♪♪<03>	
1226	narration	1	26	10	(<03><07>♪♪<03><03>♪♪♪♪♪♪♪<03>	
1227	narration	1	26	10	(<03><07>♪♪<03><04>♪♪♪♪♪♪♪<03>	
1228	narration	1	26	10	(<03><07>♪♪♪<03><03>♪♪♪♪♪♪<03>	
1229	narration	1	26	10	(<03><07>♪♪♪<03><04>♪♪♪♪♪♪<03>	
1230	narration	1	26	10	(<03><07>♪♪♪♪<03><03>♪♪♪♪♪<03>	
1231	narration	1	26	10	(<03><07>♪♪♪♪<03><04>♪♪♪♪♪<03>	
1232	narration	1	26	10	(<03><07>♪♪♪♪♪<03><03>♪♪♪♪<03>	
1233	narration	1	26	10	(<03><07>♪♪♪♪♪<03><04>♪♪♪♪<03>	
1234	narration	1	26	10	(<03><07>♪♪♪♪♪♪<03><03>♪♪♪<03>	
1235	narration	1	26	10	(<03><07>♪♪♪♪♪♪<03><04>♪♪♪<03>	
1236	narration	1	26	10	(<03><07>♪♪♪♪♪♪♪<03><03>♪♪<03>	
1237	narration	1	26	10	(<03><07>♪♪♪♪♪♪♪<03><04>♪♪<03>	
1238	narration	1	26	10	(<03><07>♪♪♪♪♪♪♪♪<03><03>♪<03>	
1239	narration	1	26	10	(<03><07>♪♪♪♪♪♪♪♪<03><04>♪<03>	
1240	narration	1	26	10	(<03>\n★<03><01>★★★★★★★★<03>	
1241	narration	1	26	10	(<03>\n★★<03><01>★★★★★★★<03>	
1242	narration	1	26	10	(<03>\n★★★<03><01>★★★★★★<03>	
1243	narration	1	26	10	(<03>\n★★★★<03><01>★★★★★<03>	
1244	narration	1	26	10	(<03>\n★★★★★<03><01>★★★★<03>	
1245	narration	1	26	10	(<03>\n★★★★★★<03><01>★★★<03>	
1246	narration	1	26	10	(<03>\n★★★★★★★<03><01>★★<03>	
1247	narration	1	26	10	(<03>\n★★★★★★★★<03><01>★<03>	
1248	narration	1	18	7	(<03>\n停泊中の艦隊<03>	
1249	narration	1	20	8	(<03>\n内側から攻める<03>	
1250	narration	1	19	9	(…1、2、3…)	
1251	narration	1	15	7	(…あと2つ)	
1252	narration	1	15	7	(…あと3つ)	
1253	narration	1	15	7	(…あと4つ)	
1254	narration	1	19	9	(…あとひとつか)	
1255	narration	1	25	12	(…あのワームの親かな)	
1256	narration	1	37	18	(…あの船？ …いや、船の中か！？)	
1257	narration	1	29	14	(…あるべき、本当の姿！？)	
1258	narration	1	13	6	(…あれ？)	
1259	narration	1	11	5	(…え？)	
1260	narration	1	35	17	(…こいつの他にもドラゴンが！？)	
1261	narration	1	35	17	(…ここと崖をつないで通れれば、)	
1262	narration	1	21	10	(…ここを通れば、)	
1263	narration	1	35	17	(…さては、儀らを親と間違えたな)	
1264	narration	1	15	7	(…だけど…)	
1265	narration	1	37	18	(…だめだ、とっくに冷たくなってる)	
1266	narration	1	31	15	(…だめだな、閉鎖されてる…)	
1267	narration	1	19	9	(…というわけか)	
1268	narration	1	17	8	(…とにかく、)	
1269	narration	1	23	11	(…どういう意味だ？)	
1270	narration	1	35	17	(…どうやら先回りできたらしいな)	
1271	narration	1	33	16	(…まだ、はめる場所が5つある)	
1272	narration	1	33	16	(…まだ、はめる場所が6つある)	
1273	narration	1	39	19	(…もうメッセージは送られてこない…)	
1274	narration	1	17	8	(…やっぱり、)	
1275	narration	1	27	13	(…やっぱり、この遣跡…)	
1276	narration	1	27	13	(…キー、ということは…)	
1277	narration	1	27	13	(…プロテクトキー2か…)	
1278	narration	1	29	14	(…一体、どういうことだ？)	
1279	narration	1	37	18	(…予想以上に帝国軍の動きが速い…)	
1280	narration	1	35	17	(…今のは、あの時のドラゴン！！)	
1281	narration	1	31	15	(…塔と何か関係あるのか…？)	
1282	narration	1	27	13	(…森の上に続いているな)	
1283	narration	1	19	9	(…生体兵装…？)	
1284	narration	1	39	19	(…貴重なものはほとんど尋われてるな)	
1285	narration	1	23	11	(…！？ …何だ！？)	
1286	narration	1	11	5	(…！？)	
1287	narration	1	9	4	(…？)	
1288	narration	1	23	11	(■        )	
1289	narration	1	23	11	(■■■      )	
1290	narration	1	23	11	(■■■■■    )	
1291	narration	1	23	11	(■■■■■■■  )	
1292	narration	1	23	11	(◆◆       )	
1293	narration	1	23	11	(◆◆◆◆     )	
1294	narration	1	23	11	(◆◆◆◆◆◆   )	
1295	narration	1	23	11	(◆◆◆◆◆◆◆◆ )	
1296	narration	1	37	18	(「やばい本」って、これのことか…)	
1297	narration	1	25	12	(「守人」のラーダだ…)	
1298	narration	1	27	13	(「探索兵」のペレツだ…)	
1299	narration	1	23	11	(「探索兵」のラグだ)	
1300	narration	1	25	12	(「探索兵」のラグだ…)	
1301	narration	1	27	13	(あ…起こしちゃったかな)	
1302	narration	1	15	7	(あ…転んだ)	
1303	narration	1	17	8	(あいつの体…)	
1304	narration	1	31	15	(あそこからはもう入れないな)	
1305	narration	1	27	13	(あちこち直した跡がある)	
1306	narration	1	35	17	(あっ、戦艦が……くずれてゆく…)	
1307	narration	1	15	7	(あと少し…)	
1308	narration	1	22	9	(あの<03>\n黒い遣跡の所<03>	
1309	narration	1	39	19	(あのつぼには薬品が入っているらしい)	
1310	narration	1	37	18	(あのガーディアンが起動するように)	
1311	narration	1	39	19	(あのシーカーは…エフタとかいったな)	
1312	narration	1	35	17	(あの人…ヤエルという名だったな)	
1313	narration	1	31	15	(あの動力源を破壊すれば！！)	
1314	narration	1	33	16	(あの場所からのメッセージだ…)	
1315	narration	1	39	19	(あの子の名は…確かローダといったな)	
1316	narration	1	39	19	(あの強力なバリアを何とかしないと！)	
1317	narration	1	29	14	(あの服装は…シーカーだな)	
1318	narration	1	29	14	(あの男がここの主人らしい)	
1319	narration	1	25	12	(あの男は旅人らしい…)	
1320	narration	1	27	13	(あの袋も作物入りらしい)	
1321	narration	1	35	17	(あの遣跡からのメッセージか？…)	
1322	narration	1	33	16	(あの遣跡からのメッセージだ…)	
1323	narration	1	39	19	(あの部屋には食料が蓄えてあるらしい)	
1324	narration	1	33	16	(あの黒い船…クレイメン艦隊！)	
1325	narration	1	31	15	(あまりいいエサじゃないな…)	
1326	narration	1	29	14	(あれ、ガッシュがいない…)	
1327	narration	1	33	16	(あれから目覚める様子はない…)	
1328	narration	1	29	14	(あれが「護り火」の火種…)	
