id	kind	count	budget	chars	jp	ko
3494	ui	1	164	79	その道が、神ののぞみにかなった時、\n死せる人は、はるか東方の恵みの森に\n置かれる。\nその地には、生の苦役も、\n人の世のあらゆるけがれもなく、\n万象が人に手を差しのべる。	
3495	ui	1	213	103	その道が、神ののぞみをはずれた時、\n死せる人は、新たなからだとともに\n再び人の世に打ち捨てられる。\nよき道を歩まないかぎり、人は、\n何度でも苦難の生をつとめ、\n何度でも死の闇を味わい、\n何度でもさばきの前にさらされる。	
3496	dialog	1	27	13	その遣跡って、どんな所だ？	
3497	dialog	1	29	14	その遣跡を目覚めさせた者は…	
3498	dialog	1	33	16	その銃が、やたらと立派なんだよな	
3499	movie	1	23	11	その銃とシンクロさせる	
3500	movie	1	37	18	その鍵ともいうべきアゼルを手に入れる	
3501	dialog	1	27	13	その首飾り、ガッシュのだな	
3502	dialog	1	23	11	そりゃ、おまえはいいさ	
3503	dialog	1	29	14	そりゃ、同じシーカーだからな	
3504	movie	1	27	13	そりゃそうも言いたくなるさ	
3505	dialog	1	23	11	それ…ヴェラトの笛よね	
3506	dialog	1	19	9	それ、欲しいのか？	
3507	dialog	1	39	19	それからも、何度も死ぬような目にあった	
3508	dialog	1	39	19	それが、何のために存在するのかさえも…	
3509	movie	1	31	15	それが、君が発掘されたとたんに	
3510	dialog	1	23	11	それがシーカーの鉄則だ	
3511	movie	1	19	9	それが俺達の鉄則だ	
3512	movie	1	25	12	それが旧世紀に与えられた	
3513	dialog	1	31	15	それが本当のハンターってもんだ	
3514	dialog	1	29	14	それが私の存在の全てだった…	
3515	dialog	1	25	12	それじゃ、これでどうだ？	
3516	dialog	1	27	13	それじゃ、これならどうだ？	
3517	dialog	1	33	16	それじゃ、奴も死んじまったんだな	
3518	dialog	1	33	16	それじゃ、次はウルの話をしようか	
3519	dialog	1	31	15	それじゃ、遠慮なくもらっとくわ	
3520	ui	1	205	99	それぞれの塔に1頭ずつ授けられた\nドラゴンは、与えられた使命を今でも\n果たし続けている。\n旧世紀の兵器を操る帝国軍でさえ\nその守りを破ることはできない。\nドラゴンの力に対抗できるのは、\n同じドラゴンだけなのだ。	
3521	dialog	1	67	32	それぞれの行動は\n必要なゲージ量があれば\nいつでも好きな時に行える。	
3522	movie	1	13	6	それだけか？	
3523	dialog	1	29	14	それだけは、わかってほしい…	
3524	dialog	1	23	11	それって…どんな話だ？	
3525	dialog	1	39	19	それで、父ちゃんの狩りをてつだうんだ！	
3526	dialog	1	17	8	それでも、儀は…	
3527	dialog	1	37	18	それでも、君がこの街を見捨てるのなら	
3528	movie	1	13	6	それなのに…	
3529	dialog	1	39	19	それなのに、私は力に目覚めてしまった…	
3530	dialog	1	11	5	それなら…	
3531	dialog	1	9	4	それに…	
3532	movie	1	17	8	それに…あれは…	
3533	dialog	1	39	19	それに…いずれ、わかるかもしれねえしな	
3534	dialog	1	25	12	それに、しょせんは子供だ	
3535	dialog	1	35	17	それに、たとえ「護り火」が消えても	
3536	dialog	1	29	14	それに、まだ無事に出られると	
3537	movie	1	39	19	それにあんたには聞きたい事が山ほどある	
3538	dialog	1	17	8	それにさわるな！	
3539	dialog	1	31	15	それにしても…すごいな、あんた	
3540	slot	1	33	16	それにしても、よくここに入れたね	
3541	movie	1	35	17	それにはああいう方法しかなかった…	
3542	movie	1	17	8	それに帝国軍は？	
3543	dialog	1	23	11	それは、あんたにやるよ	
3544	ui	1	199	96	それは、攻性生物の行動を制御する\n力場を発生する機能である。\nおそらく、記録されている情報を保護\nするためのものだろう。\nただし、構造体の動力が小さいので、\n力場の範囲と効力はかなり限られる\nようである。	
3545	dialog	1	15	7	それはできない	
3546	dialog	1	17	8	それは儀も同じさ	
3547	dialog	1	35	17	それほどの細工はめったに見られんぞ	
3548	movie	1	25	12	それまで待っててくれ！！	
3549	dialog	1	31	15	それも、ドラゴンの力ってやつか	
3550	dialog	1	25	12	それも、真っ黒いやつがな	
3551	dialog	1	35	17	それより、おまえに渡す物があるんだ	
3552	dialog	1	33	16	それより、なんであんたがここに…	
3553	dialog	1	33	16	それより、街を出なくていいのか？	
3554	dialog	1	39	19	それをめぐって、2匹のドラゴンが戦った	
3555	dialog	1	39	19	それをネタに、評議会を斉してるんだとよ	
3556	dialog	1	19	9	それを作動させれば	
3557	movie	1	17	8	それを押せば動く	
3558	movie	1	37	18	それを邪魔する者は誰も近づけさせない	
3559	dialog	1	39	19	それを開くことができるのは、彼女だけだ	
3560	dialog	1	39	19	それ以来、俺は銃を持てなくなっちまった	
3561	dialog	1	9	4	そんな…	
3562	movie	1	25	12	そんな…そんなバカな！？	
3563	dialog	1	31	15	そんなこと、できるわけないだろ	
3564	dialog	1	31	15	そんなにあたしの事、気になる？	
3565	movie	1	27	13	そんなに悪い所じゃなかった	
3566	dialog	1	23	11	そんなものがあるのか？	
3567	dialog	1	19	9	そんなんじゃないよ	
3568	dialog	1	23	11	そんな事がわかるのか？	
3569	dialog	1	31	15	そんな事じゃ、生きのびられんぞ	
3570	movie	1	35	17	そんな事より生きのびる方法を考えろ	
3571	dialog	1	23	11	そんな人が、どうして…	
3572	dialog	1	27	13	そんな大切な物だったのか…	
3573	dialog	1	29	14	そんな奴、この街にはいないよ	
3574	dialog	1	136	64	そんな時、位置取り中から前もって\nボタンを押したままにしておけば\n位置取り終了と同時に\n敵より先に行動することができる。\nこれを<03>\n先行入力<03>	
3575	dialog	1	21	10	そんな物があるのか？	
3576	movie	1	19	9	そんな目で見るなよ	
3577	movie	1	11	5	そんな！？	
3578	dialog	1	19	9	たいした事じゃない	
3579	dialog	1	17	8	たいした事ないよ	
3580	dialog	1	17	8	たいした奴だな…	
3581	dialog	1	35	17	たいした武器も持ってなかったしなあ	
3582	dialog	1	37	18	たいした武器を持ってるわけじゃないし	
3583	dialog	1	37	18	たいした物じゃないが、お礼のしるしだ	
3584	dialog	1	35	17	たいていの連中が、そう信じてるがな	
3585	dialog	1	27	13	たかが一匹だ、叩きつぶすぞ	
3586	dialog	1	7	3	ただ…	
3587	dialog	1	9	4	ただ…？	
3588	ui	1	176	85	ただ、こいつには、普通に戦っても\n勝てないような秘密があるらしいから\n注意が必要だ。\n「番人」に出くわしたら、その近くを\nよく調べてみてくれ。なにか特別な\n設備があるかもしれない。	
3589	movie	1	25	12	ただ、与えられた力が違う	
3590	dialog	1	31	15	ただ、偶然塔が写ってた透視板を	
3591	dialog	1	39	19	ただ、帝国の基地について調べてるから…	
3592	dialog	1	37	18	ただ、昼間は店を閉めてるはずですが…	
3593	movie	1	35	17	ただ、誰が敵か気づいてほしいだけだ	
3594	dialog	1	19	9	ただ、造られただけ	
3595	dialog	1	84	40	ただし、\n位置取りは逆に遅くなるので\n位置取りによる時間のロスが\n大きくなってしまう。	
3596	dialog	1	84	40	ただし、\n防御力は逆に低くなるので、\n攻撃を受けた時のダメージが\n大きくなってしまう。	
3597	dialog	1	37	18	ただし、めんどうは持ち込まんでくれよ	
3598	dialog	1	106	51	ただし、バーサークの威力は\n逆に低くなる。また、\nより多くのBPを消費しなければ\nバーサークを使えなくなる。	
3599	dialog	1	82	39	ただし、レーザーの威力は\n逆に低くなるので\nその分を銃でおぎなうことが\n重要になる。	
3600	dialog	1	108	52	ただし、位置取りをしている間は\nゲージが増加しないため\n位置取りを多く行なうほど\n時間のロスになることに注意。	
3601	dialog	1	25	12	ただし、俺の名は出すなよ	
3602	dialog	1	31	15	ただし、君のドラゴンだけは違う	
3603	dialog	1	123	59	ただし、異常になるのは\nドラゴンだけである。\n銃の発射やアイテムの使用は\nエッジの行動なので\nステータスに関係なく可能である。	
3604	dialog	1	23	11	ただの乗り手ではなく、	
3605	movie	1	29	14	ただの兵器ですら扱いきれず、	
3606	movie	1	23	11	ただの殺殲兵器にすぎん	
3607	dialog	1	35	17	たちまち攻性生物が襲ってくるんだぜ	
3608	movie	1	31	15	たとえそうでも、あのひとは私を	
3609	dialog	1	33	16	たぶん、あたしが最後の生き残り…	
3610	dialog	1	31	15	たぶん、シーカーの仕業だろうな	
3611	dialog	1	31	15	たぶん、戦の道具だったんだろう	
3612	dialog	1	7	3	だ…)	
3613	dialog	1	13	6	だ、だめか…	
3614	dialog	1	29	14	だ、大丈夫、なんとかなるって	
3615	dialog	1	37	18	だいいち、それ、どこで手に入れたの？	
3616	dialog	1	29	14	だいいち、バイマンって誰だ？	
3617	dialog	1	19	9	だいぶ流されたな…	
3618	dialog	1	21	10	だいぶ落ちてきたな…	
3619	dialog	1	39	19	だから、あたしは、いつも通り働くだけ…	
3620	dialog	1	25	12	だから、あなたが死ねば、	
3621	movie	1	31	15	だから、あのひとのために戦う…	
3622	dialog	1	27	13	だから、かくれんぼしたの！	
3623	dialog	1	39	19	だから、そいつの正体がわかったんだよ！	
3624	movie	1	35	17	だから、何度も言ってる…じゃないか	
3625	dialog	1	37	18	だから、司祭様はよそ者に厳しいんだよ	
3626	dialog	1	29	14	だから、時々えらいことになる	
3627	dialog	1	29	14	だから、物思う力が強すぎる…	
3628	dialog	1	37	18	だからこそ、多くの者が森の奥に行って	
3629	movie	1	15	7	だからエッジ、	
3630	movie	1	11	5	だから！！	
3631	dialog	1	15	7	だが、いつかは	
3632	dialog	1	39	19	だが、うまくいく見込みはほとんどない…	
3633	movie	1	25	12	だが、その内部に潜入し、	
3634	movie	1	27	13	だが、それもここで終わりだ	
3635	movie	1	19	9	だが、どうやって？	
3636	dialog	1	29	14	だが、ひとつだけ共通点がある	
3637	movie	1	35	17	だが、もう止められる者は誰もいない	
3638	movie	1	25	12	だが、エゴと言われようと	
3639	ui	1	167	81	だが、ドラゴンの戦闘力は、現存する\n兵器をはるかに超えるものであった。\n建造中の試作兵器をも投入した深夜の\n戦闘は、捕獲部隊と発掘所の全滅と\nいう、最悪の結果に終わった。	
3640	dialog	1	35	17	だが、上空から森を越えるのは難しい	
3641	movie	1	17	8	だが、何で突然…	
3642	dialog	1	23	11	だが、俺は体が弱くてな	
3643	dialog	1	33	16	だが、塔は世界中に散らばっている	
3644	movie	1	31	15	だが、失われた文明の力を借りた	
3645	movie	1	31	15	だが、帝都を滅ぼしたこの力も、	
3646	dialog	1	25	12	だが、旅は続けねばならん	
3647	ui	1	217	105	だが、旧世紀においても、塔の存在を\nよしとしない者たちがいた。\n塔の創造主たちは、彼らによって塔が\n破壊されることを怖れ、世界の泉\n「ウル」の胎内から、塔の守護者たる\n最強の攻性生物を産み出した。\nそれが、ドラゴンである。	
3648	movie	1	21	10	だが、旧世紀の亡霊に	
3649	ui	1	190	92	だが、現在我が軍の使用する兵器は\n全て発掘物の修復・改造品であり、\n絶対数は常に不足状態にある。ゆえに\nその取り扱いには細心の注意を払い、\n動力の消耗を最小限に抑えるように\n心がけねばならない。	
3650	movie	1	25	12	だが、生きてるんじゃない	
3651	dialog	1	31	15	だが、私はここに残ることにする	
3652	dialog	1	25	12	だが、私はよそ者は好かん	
3653	dialog	1	39	19	だがな…見ての通り、貧しいキャラバンだ	
3654	dialog	1	33	16	だがな、統治には伝説が必要なのだ	
3655	ui	1	122	59	だがやつのいう金も むりをすれば\nはらえないがくじゃない。\nおれのからだも あといく年かは\nまともにはたらいてくれるだろう。	
3656	dialog	1	9	4	だけど…	
3657	dialog	1	35	17	だけど…このドラゴン、どうやったら	
3658	movie	1	15	7	だけど…私は…	
3659	movie	1	25	12	だけど、そうじゃなくても	
3660	dialog	1	31	15	だけど、今の私は自分の意志で、	
3661	movie	1	25	12	だけど、奴は本望だろうよ	
3662	dialog	1	35	17	だけどな、俺のような人間がいるから	
3663	dialog	1	25	12	だったら、これ読んでみな	
3664	dialog	1	39	19	だったら、ちょっと頼まれてくれないか？	
3665	dialog	1	33	16	だったら、どうして雇ってるんだ？	
3666	dialog	1	37	18	だったら、シーカーの仲間になったら…	
3667	dialog	1	35	17	だったら、ローダ、かくれなくちゃ！	
3668	dialog	1	33	16	だったら、父ちゃんが見つけなよ！	
3669	movie	1	17	8	だって、あれは…	
3670	movie	1	27	13	だとしても、ここで発掘した	
3671	dialog	1	29	14	だますつもりはなかったんだ…	
3672	dialog	1	25	12	だめ…じかに接続しないと	
3673	movie	1	11	5	だめか…！	
3674	dialog	1	27	13	だれもいなくてつまんない…	
3675	dialog	1	31	15	ちぇっ…軽く言ってくれるよなあ	
3676	dialog	1	29	14	ちえっ、ケチくせえ野郎だな！	
3677	movie	1	13	6	ちくしょう！	
3678	dialog	1	37	18	ちっ、実験機が…装甲ブロックを閉じろ	
3679	dialog	1	25	12	ちゃんと買い取ってやるよ	
3680	dialog	1	27	13	ちょ、ちょっと待ってくれよ	
3681	dialog	1	37	18	ちょうど、あんたぐらいの歳の頃だった	
3682	movie	1	13	6	ちょうどいい	
3683	dialog	1	37	18	ちょうどいい、あとを追いかけようぜ！	
3684	dialog	1	29	14	ちょうど真ん中あたりを抜けて	
3685	dialog	1	39	19	ちょっと商売しようと思って来たんだが…	
3686	movie	1	15	7	ちょっと待って	
3687	movie	1	19	9	ちょっと待ってくれ	
3688	dialog	1	19	9	ちょっと待ってて…	
3689	dialog	1	39	19	ちょっと待てよ、それはつまりドラゴンは	
3690	movie	1	15	7	ついて来てくれ	
3691	dialog	1	17	8	つかの間の時は、	
3692	dialog	1	35	17	つまり…ドラゴンの、なりそこない…	
3693	dialog	1	25	12	つまりそこまで行ければ、	
3694	dialog	1	9	4	つむじ風	
3695	ui	1	215	104	ていこくのしごとをうけて この \nはっくつじょうについてから もう\n2しゅうかんになる。\nていこくのやつらはなにかをひっしで\nさがしている。 せきにんしゃの\nじいさんは もう20ねんちかく\nそいつを さがしているらしい。	
3696	dialog	1	37	18	てめえ、シーカーと仲がいいんだってな	
3697	dialog	1	35	17	てめえこそ、勝手に入ってきやがって	
3698	dialog	1	29	14	てめえと給金を分ける気はねえ	
3699	dialog	1	39	19	てめえに言っても、わかんねえだろうがな	
