id	kind	count	budget	chars	jp	ko
5565	dialog	1	31	15	奴らは遣跡が目当てなんだからな	
5566	dialog	1	35	17	娘が悪い事を覚えると、困るんだがね	
5567	dialog	1	35	17	子供が戻ってきたら、巣を飛び立って	
5568	dialog	1	27	13	子供を放し飼いにしとくんだ	
5569	dialog	1	35	17	子供達を養わなくちゃいけないんでね	
5570	movie	1	17	8	守られているのだ	
5571	movie	1	15	7	守るだって！？	
5572	ui	1	171	82	守護地に生まれた人は、\n司祭によって定められた夜に、\n神への祈りを捧げなければならない。\n\nまず、祈りの夜の来る日には、\n清められたわき水のほかには、\n何も□にしてはならない。	
5573	ui	1	149	72	守護地に生まれた人よ、心せよ。\nあなたの血は、さばきを経て選ばれた\nよき人につらなる。\nあなたの血は、終息日において、\n新たな創造の手となる人に流れる。	
5574	ui	1	145	70	守護地に生まれた人よ、忘れるな。\nあなたの上に降る「護り火」は、\n掟と引きかえであることを。\nその光は、終息日まで、\n絶えることがあってはならない。	
5575	dialog	1	37	18	安くしとくぜ…どうだ、こんなもんで？	
5576	dialog	1	23	11	安全装置解除、行くぞ！	
5577	movie	1	19	9	完全に消滅しました	
5578	dialog	1	27	13	完全に独立しているみたい…	
5579	dialog	1	35	17	完全に破壊するしかない、できるか？	
5580	dialog	1	31	15	完全に街を牛耳った気でいやがる	
5581	dialog	1	9	4	完全形態	
5582	ui	1	177	85	宙に浮かぶ旧世紀の機械に向けて、\nラギが放ったもの…それはドラゴンの\n「光の矢」だった。\n \n儀の夢想は、現実になってしまった。\n今まで儀のまわりにあった、全ての\n現実を代償にして。	
5583	dialog	1	9	4	実はな…	
5584	dialog	1	15	7	実を言うとさ…	
5585	dialog	1	15	7	実を言うとな…	
5586	dialog	1	31	15	実際は、旧世紀の防衛装置なんだ	
5587	dialog	1	37	18	実際はどうだか、わかったもんじゃねえ	
5588	dialog	1	33	16	寄生されないように気をつけないと	
5589	ui	1	13	6	対攻性生物戦	
5590	ui	1	119	57	対攻性生物用の攻撃機。\n攻撃力や防御力を下げる\n特殊な弾を撃ってくるが、\n強力な武器を積むために\n耐久力を犠牲にしている。	
5591	ui	1	163	78	対攻性生物用の攻撃機。\n神経弾や対攻性生物弾を\n積んでいる。護衛機を\n従えていることも多い。\nこちらの動きを追って砲を\n向けてくるが、落ち着いて\n逃げれば大丈夫だろう。	
5592	dialog	1	19	9	対物センサー始動…	
5593	dialog	1	33	16	対空誘導レーダー停止しました！！	
5594	dialog	1	17	8	対空誘導弾発射！	
5595	dialog	1	35	17	対空迎撃戦闘モード、高速射撃開始！	
5596	dialog	1	19	9	対空迎撃戦闘開始！	
5597	dialog	1	17	8	対空迎撃準備完了	
5598	dialog	1	37	18	封印の解き方が、まだわかんないからね	
5599	dialog	1	21	10	封印を解除すること…	
5600	dialog	1	7	3	封印？	
5601	dialog	1	23	11	尋うか、焼き払うか、だ	
5602	dialog	1	35	17	小金目当てに体を張るバカはいねえよ	
5603	dialog	1	27	13	少し、出力上げといたからな	
5604	dialog	1	35	17	少しは…役に立てるかと思ったけど…	
5605	dialog	1	31	15	少しは将来のことを考えろ、とな	
5606	dialog	1	25	12	少ないが、とっといてくれ	
5607	dialog	1	33	16	少なくとも、外よりはずっとマシさ	
5608	dialog	1	27	13	少年がひとり乗っとったが…	
5609	dialog	1	23	11	層近見鍵な外使理を層る	
5610	dialog	1	37	18	岩の壁を越えたけりゃ、抜け道を探しな	
5611	dialog	1	35	17	巣の中で固まった分泌物が必要なんだ	
5612	dialog	1	33	16	巣を破壊されて怒っているのだろう	
5613	slot	1	23	2	左右	
5614	dialog	1	9	4	左腕マヒ	
5615	dialog	1	15	7	左舷に敵影確認	
5616	dialog	1	13	6	左舷動力停止	
5617	dialog	1	17	8	左舷護衛艦隊壊滅	
5618	dialog	1	31	15	巨大な生物の実験場だったのだ…	
5619	dialog	1	23	11	帝国がここに来た目的…	
5620	dialog	1	25	12	帝国がここを占領したら…	
5621	dialog	1	33	16	帝国がそう簡単に引きさがるもんか	
5622	movie	1	37	18	帝国がやばい物を発掘したっていうから	
5623	dialog	1	27	13	帝国がらみなんだろ、どうせ	
5624	dialog	1	35	17	帝国が二度と来ないという保証はない	
5625	movie	1	25	12	帝国が塔と呼び追い求め、	
5626	dialog	1	31	15	帝国が攻めてきたら、おしまいだ	
5627	dialog	1	35	17	帝国が攻めてきた方がよかったのか？	
5628	dialog	1	35	17	帝国ってのは、そういう連中なんだよ	
5629	dialog	1	25	12	帝国って言や、聞いたか？	
5630	movie	1	35	17	帝国と同じく旧世紀の力を手に入れた	
5631	dialog	1	37	18	帝国と関わりがあったなんて知れたら…	
5632	dialog	1	25	12	帝国なんかより、ずっとな	
5633	dialog	1	23	11	帝国に売ろうってのか？	
5634	dialog	1	29	14	帝国に焼かれてしまったんだ！	
5635	dialog	1	33	16	帝国の事に詳しい人を探してるんだ	
5636	dialog	1	29	14	帝国の体制は崩れつつあります	
