id	kind	count	budget	chars	jp	ko
6345	ui	1	190	92	祈りの前に食物を□にした者、\n祈りの前に身を清めなかった者、\n日々の営みのけがれをまとったまま\n祈りを捧げた者、地上の燈火によって\n「護り火」をけがした者は、\nただちに守護地を去らねばならない。	
6346	ui	1	9	4	祈りの掟	
6347	dialog	1	237	114	神いに紀ついたシーカー様から、\nアゼルが使を逆したと部かされるエッジ。\n「仇み会」ザドクは、アゼルの所き巻は\nウルの男恩だと込焼する。なぜなら、\nドラゴン相前、跡気もウルのプラントで\n時代されたからだ。\n \n(大丈夫・理考セリフ直み何み知抜)\n	
6348	dialog	1	35	17	神から盗んだ品を売りつけようとはな	
6349	dialog	1	35	17	神に仕える資質を認められたんですよ	
6350	dialog	1	39	19	神に見捨てられて、なお祈りに来たのか？	
6351	dialog	1	19	9	神の使いのくせに…	
6352	slot	1	50	18	神の使いは、神の街を守るべきだろう？	
6353	dialog	1	17	8	神の守護、ねえ…	
6354	dialog	1	39	19	神の守護が、それだけ偉大だということだ	
6355	dialog	1	33	16	神の守護を裏切ることになるからな	
6356	dialog	1	33	16	神の遣産だとか、悪魔の巣だとかな	
6357	dialog	1	35	17	神の領域を荒らす罰当たりってわけさ	
6358	dialog	1	37	18	神をも恐れぬってのは、奴らのことだな	
6359	dialog	1	33	16	神様に守ってもらうんじゃなくてさ	
6360	dialog	1	39	19	神聖区じゃ、司祭の次ぐらいに偉いんだぜ	
6361	dialog	1	37	18	神聖区に入ると、正面に倉庫があります	
6362	dialog	1	29	14	神聖区に入れてもらえねえんで	
6363	dialog	1	37	18	神聖区に雇われて、はした金稼いでも…	
6364	dialog	1	37	18	神聖区のお坊ちゃんの言いそうなこった	
6365	dialog	1	33	16	神聖区の下働きなどしちゃいかんぞ	
6366	dialog	1	37	18	神聖区の奴がいると、酒がまずくなるぜ	
6367	dialog	1	17	8	神聖区の通行証だ	
6368	dialog	1	33	16	神聖区の連中、ケチくせえからなあ	
6369	dialog	1	39	19	神聖区の連中は、それがわかってないのさ	
6370	dialog	1	37	18	神聖区の連中は、外の世界がこわいんだ	
6371	ui	1	21	10	神聖区への許可証入手	
6372	dialog	1	39	19	神聖区入りを推薦してもらったはずだが…	
6373	dialog	1	37	18	神聖区民になるには、下積みがいるのさ	
6374	dialog	1	37	18	神聖区民になるには、勉強も必要なのさ	
6375	dialog	1	29	14	神聖区民を相手に値切る気か？	
6376	ui	1	134	64	禁止区域で戦った。\nこのドラゴンも、伝説と\n同じく、敵を追う光の矢を\n武器にしている。一度に\n数十本もの光の矢を放つ\n攻撃が、特に危険だ。	
6377	dialog	1	37	18	禁止区域に、ドラゴンが出たんだってな	
6378	dialog	1	31	15	禁止区域に行くって…本気かい？	
6379	dialog	1	29	14	禁止区域の遣跡には気をつけな	
6380	dialog	1	35	17	禁止区域の遣跡は、重力を操るそうだ	
6381	ui	1	15	7	禁止区域クリア	
6382	ui	1	27	13	禁止区域ボス戦(AD＃1)	
6383	ui	1	33	16	禁止区域中ボス戦(クレイメン艦)	
6384	ui	1	15	7	禁止区域進入可	
6385	movie	1	7	3	私が…	
6386	dialog	1	23	11	私が、私であるために…	
6387	dialog	1	39	19	私がここまで来られたのはあなたのおかげ	
6388	movie	1	39	19	私が眠ってたベッドに、そう記されていた	
6389	movie	1	25	12	私が船をコントロールする	
6390	movie	1	27	13	私が行って、彼とドラゴンを	
6391	dialog	1	39	19	私が開放区にいたことは、黙っててくれよ	
6392	dialog	1	17	8	私じゃダメだわ…	
6393	dialog	1	37	18	私たちを完全に外敵とみなしているのよ	
6394	dialog	1	23	11	私としても不本意だがな	
6395	dialog	1	35	17	私に、守られる理由なんてないのに…	
6396	ui	1	158	76	私にとって、いや、君にとって納得の\nできる終幕を始めよう。\nアゼルと共に塔に来るがいい。\n君たちの侵入コースを開けておく。\n \n        K．F．クレイメン	
6397	dialog	1	33	16	私にとっては、大切なひとだったの	
6398	dialog	1	39	19	私に与えられた使命は、もう無意味だって	
6399	dialog	1	21	10	私に礼を言う事はない	
6400	dialog	1	13	6	私のせいで…	
6401	dialog	1	27	13	私のためだけに用意された、	
6402	dialog	1	37	18	私の役目は、塔の制御だけだったから…	
