id	kind	count	budget	chars	jp	ko
5944	dialog	1	101	47	敵からの攻撃に対処するために\nドラゴンは敵の前後左右4方向に\n移動することができる。\nこれを<03>\n位置取り<03>	
5945	movie	1	27	13	敵が来た時の処理はまかせる	
5946	dialog	1	27	13	敵だったんでしょ、あなたの	
5947	dialog	1	41	18	敵とドラゴンの位置関係は\n<03>\n戦闘レーダー<03>	
5948	dialog	1	80	37	敵に大きなダメージを与えるには\n弱点を狙って攻撃すればよい。\n弱点には<03>\nWEAK<03>	
5949	dialog	1	54	26	敵の弱点や、集団の中の特定の敵を\n集中して攻撃できる。	
5950	movie	1	21	10	敵の数が増えるだけだ	
5951	dialog	1	131	63	敵の数が多くても、1体あたりの\nダメージは変わらないので\n一度に多くの敵と戦う場合に有効。\nレベルアップによって\n覚えることができる。	
5952	dialog	1	129	62	敵の数が多くても少なくても\n総攻撃回数は変わらないので\n少数の敵に対して使った方が有効。\nレベルアップによって\n覚えることができる。	
5953	dialog	1	37	18	敵の機動部隊が君のところに向かうまで	
5954	dialog	1	72	34	敵の行動は\nドラゴンが敵に対して\nどの方向にいるかによって\n変わってくる。	
5955	dialog	1	96	46	敵の防御力は\n方向によって異なるので\nどの方向から攻撃するかによって\n与えるダメージが違ってくる。	
5956	dialog	1	118	57	敵を倒すまでの時間が短く\n敵から受けたダメージが小さいほど\n高い評価を得ることができる。\n評価は、高い順に以下のとおり。	
5957	dialog	1	35	17	敵を倒せばすむってもんじゃなかった	
5958	dialog	1	21	10	敵影を確認、援軍求む	
5959	dialog	1	13	6	敵影を確認！	
5960	movie	1	5	2	敵？	
5961	dialog	1	21	10	文明の力ってやつをな	
5962	dialog	1	37	18	新しい司祭様の方針だと聞きましたが…	
5963	dialog	1	19	9	新しい品が入ったよ	
5964	ui	1	15	7	新たな乗り手へ	
5965	dialog	1	35	17	新たな実りを探しているのでしょう？	
5966	dialog	1	35	17	新たな恵みが見つかる保証はないのだ	
5967	movie	1	29	14	新たな目的を与えるためにな…	
5968	dialog	1	29	14	新入りが増えると、気が楽だよ	
5969	movie	1	11	5	新手か！！	
5970	dialog	1	39	19	新顔のハンターがあっさり神聖区入りして	
5971	movie	1	27	13	方位07、2500リオン、	
5972	dialog	1	17	8	方法は色々あるぜ	
5973	dialog	1	23	11	施設へ進入する際には…	
5974	ui	1	213	103	旅に出てから3日目。キャラバンから\n水と食料を分けてもらう。\n例の旧世紀の機械(みんな「フネ」と\n呼んでいるようだ。メッカニアが発掘\nしたものだという)の行方も聞いた。\nどうやら帝国との国境地帯に向かって\nいるらしい。	
5975	dialog	1	35	17	旅の荷物とか、ここに隠してあるんだ	
5976	movie	1	23	11	旅をする事になったのか	
5977	dialog	1	237	114	族いに了ついたシーカー目から、\nアゼルが的を消したと獲かされるエッジ。\n「続み車」ザドクは、アゼルの住き土は\nウルの朝捨だと皆安する。なぜなら、\nドラゴン潰全、待守もウルのプラントで\n義務されたからだ。\n \n(炉持運・式水セリフ袋み遠み時内)\n	
5978	movie	1	23	11	旗艦『グリグオリグ』だ	
5979	dialog	1	17	8	旗艦グリグオリグ	
5980	dialog	1	39	19	旦那が戻ってすぐ、ぼうずは死んじまった	
5981	dialog	1	23	11	旧で世っている紀を遣う	
5982	dialog	1	31	15	旧で世っている間のパーツを遣う	
5983	dialog	1	11	5	旧世紀か…	
5984	movie	1	35	17	旧世紀がそうやって滅びたようにね…	
5985	dialog	1	27	13	旧世紀が残した化け物どもさ	
5986	dialog	1	29	14	旧世紀が神の時代だって話だよ	
5987	dialog	1	37	18	旧世紀って、なんで滅んじまったのかな	
5988	ui	1	211	102	旧世紀において、塔は\n「アレル・セストレン」すなわち\n「セストレンの下儀」と呼ばれた。\nすべての塔は、セストレンがこの世に\n力を及ぼすための道具にすぎず、\nセストレンが破壊されたとき、\n塔は二度と目覚めぬ眠りにつく。	
5989	dialog	1	35	17	旧世紀のでかい建物…いや、機械かな	
5990	dialog	1	29	14	旧世紀のガラクタいじりなんて	
5991	ui	1	159	77	旧世紀のフネの残骸を見つけた。\n内部は、死んだように静まりかえって\nいた。攻性生物もみんな死んでいた。\nラギが、秘められた力を使って、\nフネの命を封じ込めたのだ。	
5992	dialog	1	39	19	旧世紀の事なんて、俺達には関係ないよ！	
5993	dialog	1	29	14	旧世紀の事にも妙に詳しいし…	
5994	dialog	1	29	14	旧世紀の人達は、どうして私を	
5995	dialog	1	39	19	旧世紀の力で、無敵の軍隊を作りやがった	
5996	dialog	1	39	19	旧世紀の力に人間がかなうわけないだろ！	
5997	dialog	1	37	18	旧世紀の力の本質が、理解できないのさ	
5998	slot	1	37	11	旧世紀の力は、神の力だ	
5999	dialog	1	31	15	旧世紀の力を相手に戦うなんて…	
6000	movie	1	21	10	旧世紀の呪縛を解き、	
6001	dialog	1	35	17	旧世紀の子は、みんなああなのかい？	
6002	dialog	1	35	17	旧世紀の意志は、滅びたわけではない	
6003	dialog	1	39	19	旧世紀の技術には、すごい力があるんだぜ	
