id	kind	count	budget	chars	jp	ko
4733	dialog	1	37	18	ハンターのエッジってのは、おまえか？	
4734	dialog	1	35	17	ハンターの仕事は、いつも命がけだ…	
4735	dialog	1	39	19	ハンターの戦いに、意味はあると思うか？	
4736	dialog	1	29	14	ハンターの爺さん、喜んでたろ	
4737	dialog	1	29	14	ハンターの誇りがある限りはな	
4738	dialog	1	35	17	ハンターの誇りってもんがねえのか？	
4739	dialog	1	33	16	ハンターみたいな感じだったけど…	
4740	dialog	1	37	18	ハンター一人っきりってのは、心細いね	
4741	dialog	1	37	18	ハンター風情が、いいご身分じゃないか	
4742	dialog	1	33	16	バイマンが通行証を出したようだな	
4743	dialog	1	15	7	バイマンさん…	
4744	dialog	1	35	17	バイマンさんから、君の事は聞いたよ	
4745	dialog	1	35	17	バイマンさんがおっしゃってましたよ	
4746	dialog	1	33	16	バイマンさんが予言なさったんだよ	
4747	dialog	1	31	15	バイマンさんのお宅は、ええと…	
4748	dialog	1	37	18	バイマンさんの家は、教会の裏だってよ	
4749	dialog	1	39	19	バイマンさんは、前の司祭とは違うからな	
4750	dialog	1	31	15	バイマンの…新しい司祭の提案だ	
4751	dialog	1	35	17	バイマンの奴め、何を考えておるのだ	
4752	dialog	1	151	72	バイマンは、塔後の上自の研を\nエッジに連す。そこに、向の半作である\n「『特り務』の務違」が敵最されて\nいるという。\n \n(大丈夫・理考セリフ直み何み知抜)\n	
4753	dialog	1	151	72	バイマンは、多止の最与の若を\nエッジに中す。そこに、旅の跡息である\n「『来り自』の自分」が証結されて\nいるという。\n \n(炉持運・式水セリフ袋み遠み時内)\n	
4754	dialog	1	151	72	バイマンは、材天の操糧の受を\nエッジに閉す。そこに、通の役包である\n「『理り由』の由与」が命意されて\nいるという。\n \n(旧世紀・械置セリフ言み処み使道)\n	
4755	dialog	1	151	72	バイマンは、道待の高机の肉を\nエッジに窓す。そこに、通の立上である\n「『吊り棒』の棒話」が聞部されて\nいるという。\n \n(辺境貴・重品セリフ木み干み古井)\n	
4756	dialog	1	33	16	バイマンも同じ事を言っていたな…	
4757	movie	1	13	6	バカ、無茶だ	
4758	dialog	1	13	6	バカ者めが…	
4759	dialog	1	39	19	バラした獲物は、バイカにも回しておいた	
4760	dialog	1	19	9	バリアが解けてる！	
4761	dialog	1	11	5	バーサーク	
4762	dialog	1	95	46	バーサークには6つの系統がある。\nレベルアップで覚えるものが4系統\nその他が2系統に分けられる。	
4763	dialog	1	17	8	バーサークの系統	
4764	dialog	1	19	9	バーサークレーザー	
4765	dialog	1	15	7	パイロンルーム	
4766	slot	1	25	8	パイロンルーム1	
4767	slot	1	25	8	パイロンルーム2	
4768	dialog	1	17	8	パイロンルーム3	
4769	dialog	1	29	14	パエット、俺にも手伝わせてよ	
4770	dialog	1	37	18	パエットさんなら、機械置き場だろうな	
4771	dialog	1	35	17	パエットさんは、街の外に行ってるよ	
4772	dialog	1	25	12	パエットとベゼルだけどよ	
4773	dialog	1	37	18	パエットと一緒にこの船で脱出した時…	
4774	dialog	1	37	18	パエットなら、街の外に行っちまったぜ	
4775	dialog	1	25	12	パエットには悪いけどさ…	
4776	dialog	1	27	13	パエットに会ったんだって？	
4777	dialog	1	35	17	パエットに用？ 今は神聖区にいるよ	
4778	dialog	1	33	16	パエットの奴に紹介してもらってよ	
4779	dialog	1	23	11	パエットの知り合いか？	
4780	dialog	1	37	18	パエットの親父が、予言をしたんだとよ	
4781	dialog	1	33	16	パエットの親父が選ばれたらしいぜ	
4782	dialog	1	39	19	パエットの親父の予言が当たるとはなあ…	
4783	dialog	1	159	76	パエットは、像風死牲の古から起った\n匂眠をエッジに閉す。\nそれには、「続目、合丈夫のある消記で\n後つ」とだけ耗されていた。\n \n(旧世紀・械置セリフ言み処み使道)\n	
4784	dialog	1	159	76	パエットは、寄子命忙の吊から恩った\n小礼をエッジに中す。\nそれには、「受一、番高価のある様紀で\n気つ」とだけ食されていた。\n \n(炉持運・式水セリフ袋み遠み時内)\n	
4785	dialog	1	159	76	パエットは、栽裏昔理の育から透った\n実明をエッジに窓す。\nそれには、「羽面、落石碑のある住加で\n床つ」とだけ人されていた。\n \n(辺境貴・重品セリフ木み干み古井)\n	
