id	kind	count	budget	chars	jp	ko
3914	movie	1	35	17	なんで追わなきゃならないんです！？	
3915	dialog	1	29	14	なんとかこいつを止めないと…	
3916	dialog	1	25	12	なんとか飛んでくれそうだ	
3917	dialog	1	37	18	なんと言われても、取り引きはできんよ	
3918	movie	1	33	16	なんと言われようと人間はあがく…	
3919	dialog	1	4	2	な？	
3920	dialog	1	4	2	に…	
3921	dialog	1	27	13	にいちゃん、知らないかい？	
3922	dialog	1	37	18	にいちゃんが薬をくれたって、ほんと？	
3923	dialog	1	12	6	に会ったら…	
3924	dialog	1	94	45	に分けられる。\nレベルアップ時の能力の上がり方や\nバーサークの覚え方は\nタイプによって変化する。	
3925	dialog	1	12	6	に持っている	
3926	dialog	1	17	8	に関する報告…』	
3927	ui	1	2	1	ぬ	
3928	dialog	1	27	13	ねえ、ドラゴンって何なの？	
3929	dialog	1	11	5	の1号機よ	
3930	dialog	1	11	5	の2号機よ	
3931	dialog	1	11	5	の3号機よ	
3932	dialog	1	11	5	の4号機よ	
3933	dialog	1	9	4	の5号機	
3934	dialog	1	11	5	の6号機よ	
3935	dialog	1	68	32	の\nバーサークは、\n各タイプに1種ずつ存在する\n専用バーサークである。	
3936	dialog	1	7	3	の…』	
3937	dialog	1	7	3	の、…	
3938	dialog	1	17	8	のどこかにあるわ	
3939	dialog	1	4	2	のは	
3940	dialog	1	20	10	の子の薬が作れるぞ！	
3941	dialog	1	19	9	の守護を最優先せよ	
3942	dialog	1	27	13	の封印が強制解除されました	
3943	dialog	1	8	4	の目」…	
3944	dialog	1	10	5	の通り道さ	
3945	dialog	1	13	6	の開発を…』	
3946	dialog	1	41	19	は\n1ゲージを消費することで\n発射できる。	
3947	dialog	1	72	34	は\n1ゲージを消費することで\n発射できる。\nこの銃は、敵を狙い撃ちできる。	
3948	dialog	1	60	28	は\nその種類によって\n必要なゲージ数が\n1〜3ゲージと異なる。	
3949	dialog	1	4	2	は…	
3950	dialog	1	21	10	はい、これあげるね！	
3951	movie	1	11	5	はじめるわ	
3952	movie	1	5	2	はっ	
3953	dialog	1	6	3	はね…	
3954	dialog	1	20	10	は一生懸命なんだな)	
3955	movie	1	9	4	ひ、人？	
3956	movie	1	15	7	ひさしぶりだな	
3957	dialog	1	23	11	ひでえ国だぜ、あそこは	
3958	movie	1	15	7	ひとつ聞きたい	
3959	dialog	1	19	9	ひとつ試してやろう	
3960	dialog	1	17	8	ひとの勝手だろ…	
3961	dialog	1	33	16	ひとりで遣跡から戻って来るとは…	
3962	dialog	1	39	19	ひまならジューバの話でも聞いてあげてよ	
3963	ui	1	31	15	ひみちゅのフラグbyMたかはC	
3964	dialog	1	25	12	ひるむな！ まだいける！	
3965	dialog	1	33	16	ひるむな！ 各銃座、撃ちまくれ！	
3966	dialog	1	23	11	ふう、何とか倒せたか…	
3967	dialog	1	19	9	ふうん…ま、いいや	
3968	movie	1	13	6	ふざけるなよ	
3969	movie	1	21	10	ふん、さっきまではな	
3970	dialog	1	35	17	ふん、まあいい…おおよそ察しはつく	
3971	dialog	1	39	19	ふーん…なら、ジューバの店に行ってみな	
3972	dialog	1	5	2	ふ化	
3973	dialog	1	4	2	へ…	
3974	dialog	1	35	17	へえ…あんたがドラゴンの乗り手か！	
3975	dialog	1	31	15	へえ…いい銃持ってるじゃねえか	
3976	dialog	1	35	17	へえ…普通の人間と変わんないんだね	
3977	dialog	1	35	17	へえ、司祭様と張り合おうってのかね	
3978	dialog	1	39	19	へたすりゃ、国ひとつ滅ぼしかねないのさ	
3979	dialog	1	31	15	へっ！ でけえ□叩くじゃねえか	
3980	dialog	1	21	10	へっ！ バカ言うなよ	
3981	dialog	1	21	10	への道を開いてもらう	
3982	dialog	1	31	15	へへ…これで、貸し借りなしだな	
3983	dialog	1	4	2	ほう	
3984	dialog	1	33	16	ほう…まあ、無理にとは言わんがね	
3985	dialog	1	33	16	ほう…神聖区民の頼みを断るとはね	
3986	dialog	1	35	17	ほう、どのくらい仕込まれとるのかな	
3987	dialog	1	21	10	ほう、なかなかやるな	
3988	dialog	1	17	8	ほう、わかるか？	
3989	dialog	1	35	17	ほうびに帝国旗艦の力を見せてやろう	
3990	dialog	1	35	17	ほとんどの者は、すでに里を脱出した	
3991	dialog	1	4	2	ほゆ<09>	
3992	dialog	1	15	7	ほら、こいつさ	
3993	dialog	1	31	15	ほら、そこ、しっかり押さえろよ	
3994	dialog	1	15	7	ほれ、見てみな	
3995	dialog	1	25	12	ぼうず、悪い事は言わねえ	
3996	dialog	1	37	18	ぼうずの薬を調達してくれたんだってな	
3997	dialog	1	11	5	ま、いいよ	
3998	dialog	1	31	15	ま、おまえなら大丈夫だろうけど	
3999	movie	1	33	16	ま、その辺はあんたの方が詳しいか	
4000	movie	1	17	8	ま、それもいいさ	
4001	dialog	1	29	14	ま、そんなに気にする事ないさ	
4002	dialog	1	15	7	ま、なんとかね	
4003	dialog	1	29	14	ま、まあ、ちょっと待ちたまえ	
4004	dialog	1	29	14	ま、ハンターらしい最期かもな	
4005	dialog	1	33	16	ま、世間様の評判なんて関係ないさ	
4006	dialog	1	25	12	ま、今回は敵が敵だからね	
4007	movie	1	21	10	ま、少し待てばわかる	
4008	movie	1	37	18	ま、帝国じゃ逆の言われ方をしてるし、	
4009	dialog	1	31	15	ま、若いうちはそれでもよかろう	
4010	dialog	1	21	10	まあ、そうなんですか	
4011	dialog	1	21	10	まあ、そう言わずに…	
4012	dialog	1	33	16	まあ、今すぐ返事をくれとは言わん	
4013	dialog	1	13	6	まあ、待てよ	
4014	dialog	1	25	12	まあ、無理もないだろうな	
4015	dialog	1	19	9	まあ、無理もないな	
4016	dialog	1	33	16	まあいい…私はキトールという者だ	
4017	dialog	1	35	17	まあいいや…おれ、エンカクってんだ	
4018	dialog	1	7	3	まあな	
4019	dialog	1	23	11	まあよかろう、ただし…	
4020	dialog	1	37	18	まいったなあ…パエットに何て言おう…	
4021	dialog	1	31	15	まさか、ドラゴンが出るとはねえ	
4022	dialog	1	35	17	まさか、司祭自ら掟を曲げるとはな…	
4023	dialog	1	29	14	まさか、彼女が姿を消すとは…	
4024	movie	1	25	12	まさか、我が帝国に取って	
4025	movie	1	39	19	まさか君が噂のドラゴン使いだったとはな	
4026	dialog	1	25	12	まさか本当じゃないわよね	
4027	dialog	1	39	19	まさか本物に出くわす時が来るとはなあ…	
4028	dialog	1	9	4	まさか！	
4029	ui	1	143	69	まず、動力反応の上昇とともに、\n海中から大規模な攻性生物群が出現。\nさらに、外殻が展開し、1頭の\nドラゴンを収納したのち、完全起動\n状態に入った。	
4030	dialog	1	27	13	まず、通路を抜けてください	
4031	dialog	1	21	10	まずい、仲間を呼んだ	
4032	dialog	1	25	12	まずいぞ…怒らせたか！？	
4033	dialog	1	11	5	まずいな、	
4034	dialog	1	23	11	まずいな、早く回復しろ	
4035	dialog	1	11	5	まずいな！	
4036	dialog	1	31	15	まずは、これを受け取ってほしい	
4037	dialog	1	39	19	まずは、森の下にある根を弱らせることだ	
4038	dialog	1	33	16	まずは、水を抜かなきゃならんがな	
4039	dialog	1	33	16	また、新しいしもべを造っている…	
4040	dialog	1	35	17	また、連中に吸い上げられちまうのさ	
4041	movie	1	23	11	また君に借りができたな	
4042	movie	1	27	13	まだ、やることがあるから…	
4043	dialog	1	31	15	まだ、アンユウは帰ってないが…	
4044	dialog	1	17	8	まだ、倒せない！	
