id	kind	count	budget	chars	jp	ko
0	slot	234	11	5	話をやめる	
1	dialog	202	2	1	)	
2	slot	106	9	4	帝国の話	
3	slot	104	19	6	シーカーの話	
4	dialog	96	19	9	ジューバの店への道	
5	slot	96	29	6	ゾアの街の話	
6	dialog	87	7	3	やめる	
7	slot	73	19	6	ドラゴンの話	
8	dialog	70	2	1	る	
9	dialog	64	19	9	バイマンの家への道	
10	dialog	64	11	5	教会への道	
11	dialog	64	17	8	機械置き場への道	
12	dialog	64	11	5	通路への道	
13	slot	64	31	4	酒場の話	
14	slot	64	31	5	開放区の話	
15	dialog	47	9	4	レーザー	
16	slot	40	19	6	攻性生物の話	
17	slot	40	19	5	旧世紀の話	
18	narration	33	25	12	(扉は閉ざされている…)	
19	slot	33	25	5	アゼルの話	
20	slot	32	31	7	「護り火」の話	
21	slot	32	29	9	『絶対の客人』の話	
22	slot	32	31	4	ウルの話	
23	slot	32	29	6	ガッシュの話	
24	slot	32	31	6	トビタマの話	
25	dialog	32	17	8	パエットの居場所	
26	slot	32	31	4	司祭の話	
27	slot	32	31	5	神聖区の話	
28	dialog	30	5	2	反撃	
29	dialog	29	9	4	外に出る	
30	dialog	28	9	4	中に入る	
31	dialog	26	19	9	すでに行なっている	
32	dialog	26	23	11	アイテムのリストを表示	
33	dialog	26	23	11	アイテムを持っていない	
34	dialog	26	11	5	エスケープ	
35	dialog	26	13	6	クチカラボム	
36	dialog	26	17	8	サンダーレーザー	
37	dialog	26	9	4	シールド	
38	dialog	26	11	5	スタンガン	
39	dialog	26	15	7	スタンレーザー	
40	dialog	26	9	4	スピード	
41	dialog	26	27	13	ドラゴンのタイプをセレクト	
42	dialog	26	17	8	ドラゴンリキッド	
43	dialog	26	9	4	バリアー	
44	dialog	26	9	4	バルカン	
45	dialog	26	17	8	バーサクアンプル	
46	dialog	26	25	12	バーサークのリストを表示	
47	dialog	26	25	12	バーサークを覚えていない	
48	dialog	26	29	14	バーサークポイントが足りない	
49	dialog	26	27	13	バーサークポイントは最大値	
50	dialog	26	13	6	バーティカル	
51	dialog	26	21	10	パーツを持っていない	
52	dialog	26	23	11	ヒットポイントは最大値	
53	dialog	26	29	14	ホーミングレーザーによる攻撃	
54	dialog	26	13	6	ランナウェイ	
55	dialog	26	15	7	リカバーグラス	
56	dialog	26	17	8	リカバーレーザー	
57	dialog	26	11	5	使用不可能	
58	dialog	26	19	9	攻撃する敵がいない	
59	dialog	26	33	16	移動以外のドラゴンの行動不能状態	
60	dialog	26	21	10	行動ゲージが足りない	
61	dialog	26	13	6	銃による攻撃	
62	dialog	26	17	8	銃のカスタマイズ	
63	dialog	26	7	3	？？？	
64	dialog	24	3	1	き	
65	dialog	21	4	1	<01> 	
66	dialog	20	5	2	機銃	
67	dialog	18	2	1	…	
68	slot	18	15	7	セストレンの話	
69	slot	18	7	3	塔の話	
70	slot	16	29	8	グリグオリグの話	
71	slot	16	29	6	ドローンの話	
72	ui	15	2	1	な	
73	narration	14	33	16	(壁をくり抜いて棚を作ってある)	
74	slot	14	17	8	旧世紀の記録機械	
75	narration	13	21	10	(道を聞いてみよう)	
76	dialog	13	21	10	これまでの記録をとる	
77	dialog	13	2	1	よ	
78	dialog	13	11	5	記録しない	
79	dialog	12	18	7	 <03>\nEつFねちい<03>	
80	dialog	12	22	9	 <03>\nょっぬほたてちい<03>	
81	dialog	12	38	17	 EつFねちい <03>\nGHEつIン！ちい<03>	
82	dialog	12	23	11	 GHEつIン！ちいき	
83	dialog	12	21	10	 す…A。Bヴせいき	
84	dialog	12	40	18	 ょっぬほたてちい <03>\nす…A。Bヴせい<03>	
85	narration	12	37	18	(あ、ドラゴンの体力が回復してる…)	
86	narration	12	27	13	(こいつは後回しにしよう)	
87	narration	12	25	12	(こんな効果もあるのか)	
88	narration	12	21	10	(なんだ…この力…)	
89	narration	12	21	10	(まったく違う！？)	
90	narration	12	29	14	(レーザーが弱いからかな…)	
91	narration	12	19	8	(今までの<01><01>とは)	
92	narration	12	17	8	(壊せない！？)	
93	narration	12	25	12	(旧世紀の記録機械だ…)	
94	dialog	12	76	37	おLMりやRふS』あTゾUNOVむゆ\nな？『。ぇWぬあPQ。XYね！なまいさ	
95	dialog	12	23	11	おおズせすせZ％ゲえき	
96	dialog	12	25	11	か<01><01>レぇぉぬほすておいき	
97	dialog	12	56	27	かおみ「ゲえトベー9ぜやJみんやレ\n K『？ほて！えおお	
98	dialog	12	37	18	かすヨひ「ななジあな？れジやゃゅ。お	
99	dialog	12	29	14	かゲすダC？れジDひ)せゲお	
100	dialog	12	66	32	こおLMやNOぼヘごノテ。3へや\n ぼヘオェカゥ9む)ヨほPQおお	
101	slot	12	12	5	なはるツな	
102	slot	12	12	10	なはるツもはゆらツな	
103	dialog	12	6	5	なはれツな	
104	slot	12	12	10	なはれツもはゆりツな	
105	dialog	12	7	3	に設定	
106	dialog	12	5	4	はりツな	
107	slot	12	12	9	はりツもはゆらツな	
108	dialog	12	6	5	めはるツな	
109	slot	12	12	10	めはるツもはゆらツな	
110	dialog	12	6	5	めはれツな	
111	slot	12	12	10	めはれツもはゆりツな	
112	slot	12	12	2	カ…	
113	slot	12	15	7	クレイメンの話	
114	dialog	12	27	13	ナビゲーターの目的地を選択	
115	dialog	12	25	12	ナビゲーター使用不能地域	
116	dialog	12	15	7	ナビゲータ解除	
117	dialog	12	25	12	ワールドマップに移動する	
118	dialog	12	13	6	探索を続ける	
119	dialog	12	18	6	現在の目的地<03><01><01><02><03>	
120	dialog	12	14	4	目的地を<03><01><01><02><03>	
121	dialog	12	17	8	目的地候補 なし	
122	dialog	12	17	8	目的地設定 なし	
123	dialog	12	17	8	目的地設定 解除	
124	dialog	12	2	1	？	
125	dialog	11	7	3	………	
126	draft	11	223	107	「護り火」の火種に触れたエッジの\n眼前に、メル=カヴァの幻が展開する。\nメル=カヴァとは、塔の上空を周回する\n巨大なバリア発生装置だった。\nこの幻から、エッジはメル=カヴァの\n場所を知る。\n \n(未完成・将来イベントで処理予定)\n	
127	draft	11	307	148	エッジに帝国軍を撃退させたバイマンは\nその功によって次期司祭の座につく。\nバイマンは、明日になれば「遣産」を\n見せることができるとエッジに語る。\n一方、パエットは、正体不明の男から\n預った手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来イベントで処理予定)\n	
128	draft	11	189	90	エッジは、キャラバンとの住人との\n会話から「ゾア」と呼ばれる街の\n存在を知る。\n大きな街ならば、クレイメン艦隊に\n関する手がかりがつかめるかも\nしれない。\n \n(未完成・将来セリフ組み込み予定)\n	
129	draft	11	206	99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n	
130	draft	11	194	93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n	
131	draft	11	223	107	クレイメンが向かった遣跡「塔」の\n場所を知っているという男・パエット。\n彼は、塔の情報を教えるかわりに、\nゲオルギウスと呼ばれる場所から\n旧世紀の機械部品を取ってくるよう\nエッジに命じる。\n \n(未完成・将来イベントで処理予定)\n	
132	dialog	11	13	6	ゲオルギウス	
133	draft	11	163	78	ゲオルギウスから取ってきた部品を\nパエットに見せるエッジ。\nしかし、パエットはそれに満足せず、\n再度ゲオルギウス行きを命じる。\n \n(未完成・将来イベントで処理予定)\n	
134	draft	11	231	111	ゾアの街に帝国軍の使者が現れ、\n街は侵略の恐怖にさらされる。\n一方エッジは、パエットの父であり\n街の実力者であるバイマンという男の\n招待を受け、閉ざされた正規住民区画\n「神聖区」への通行証を得る。\n \n(未完成・将来イベントで処理予定)\n	
135	draft	11	151	72	バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・将来セリフ組み込み予定)\n	
136	draft	11	159	76	パエットは、正体不明の男から預った\n手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来セリフ組み込み予定)\n	
137	draft	11	25	12	人死ちの住のパーツを深る	
138	draft	11	21	10	会話／深彼の呼り街え	
139	draft	11	254	122	再び戻ったエッジに、うってかわって\nなれなれしく接するパエット。\n彼は、エッジがドラゴン乗りである\nことを突き止めたのだ。\nすっかり協力的になったパエットは、\n水没した遣跡「ウル」の地下に\n塔への通路があるらしいと語る。\n \n(未完成・将来イベントで処理予定)\n	
140	dialog	11	13	6	取り引きする	
