id	kind	count	budget	chars	jp	ko
1604	narration	1	35	17	(ハンターがよく使う携帯ランプだ)	
1605	narration	1	39	19	(ハンターが弾薬入れによく使っている)	
1606	narration	1	31	15	(ハンターが身につける防具だ)	
1607	narration	1	27	13	(ハンターのラドガムだ…)	
1608	narration	1	27	13	(ハンターの使う道具だ…)	
1609	narration	1	23	11	(ハンターの死体だ…)	
1610	narration	1	29	14	(パエットが作業をしている)	
1611	narration	1	37	18	(パエットぐらいしかいないよなあ…)	
1612	narration	1	31	15	(パエットだ…不機嫌そうだな)	
1613	narration	1	37	18	(パエットには聞こえてないのか…？)	
1614	narration	1	37	18	(パエットに見せてもらった通りだ…)	
1615	narration	1	35	17	(パエットの欲しがってる物って…)	
1616	narration	1	39	19	(パエットは、じっと発掘品を見ている)	
1617	narration	1	15	7	(パエット！)	
1618	narration	1	31	15	(プロテクトキーってやつか…)	
1619	narration	1	21	10	(プロテクトキー？)	
1620	narration	1	25	12	(マクランジュエルか…)	
1621	narration	1	39	19	(マクランジュエルが欲しいらしいな…)	
1622	narration	1	39	19	(マクランジュエルを調達するんだっけ)	
1623	narration	1	37	18	(メル=カヴァが見えた時と同じだ…)	
1624	narration	1	37	18	(メル=カヴァの一部のようだけど…)	
1625	narration	1	33	16	(ラグス草を栽培しているらしい)	
1626	narration	1	37	18	(ランプを外した台だけが吊ってある)	
1627	narration	1	35	17	(ランプを降ろすのに使ったらしい)	
1628	narration	1	17	8	(ランプ台だ…)	
1629	narration	1	19	9	(ワームの幼性？)	
1630	narration	1	25	12	(一体、何の用だろう？)	
1631	narration	1	27	13	(一応満足したみたいだな)	
1632	narration	1	23	11	(一緒についてくるぞ)	
1633	narration	1	39	19	(上等のランプだ…本を読むためだろう)	
1634	narration	1	21	10	(不思議な男だな…)	
1635	narration	1	33	16	(中が空洞になってる…通れるな)	
1636	narration	1	37	18	(中身はほとんど持ち出されてるな…)	
1637	narration	1	21	10	(主を失った船か…)	
1638	narration	1	35	17	(乗せてやった方がよかったかな…)	
1639	narration	1	21	10	(井戸が掘ってある)	
1640	narration	1	37	18	(井戸というより、地下の通路だな…)	
