id	src	module	fnt	offset	budget	kind
0	PRG	TWN_CAMP	EVTCAMP	00BCEF	23	slot
0	PRG	TWN_CAMP	EVTCAMP	00BD9B	23	slot
0	PRG	TWN_CAMP	EVTCAMP	00C12F	19	slot
0	PRG	TWN_CAMP	EVTCAMP	00C241	25	slot
0	PRG	TWN_CAMP	EVTCAMP	00C331	19	slot
0	PRG	TWN_CAMP	EVTCAMP	00C4AF	37	slot
0	PRG	TWN_CAMP	EVTCAMP	00C552	19	slot
0	PRG	TWN_CAMP	EVTCAMP	00C6D0	37	slot
0	PRG	TWN_CAMP	EVTCAMP	00CA1E	27	slot
0	PRG	TWN_CAMP	EVTCAMP	00CA5F	11	dialog
0	PRG	TWN_CAMP	EVTCAMP	00EE9C	25	slot
0	PRG	TWN_CAMP	EVTCAMP	00EEE4	11	dialog
0	PRG	TWN_SEEK	EVTSEEK	0128EC	29	slot
0	PRG	TWN_SEEK	EVTSEEK	012A70	29	slot
0	PRG	TWN_SEEK	EVTSEEK	012BF4	29	slot
0	PRG	TWN_SEEK	EVTSEEK	012D5B	29	slot
0	PRG	TWN_SEEK	EVTSEEK	012EDF	29	slot
0	PRG	TWN_SEEK	EVTSEEK	013046	29	slot
0	PRG	TWN_SEEK	EVTSEEK	0131AD	29	slot
0	PRG	TWN_SEEK	EVTSEEK	0132F7	29	slot
0	PRG	TWN_SEEK	EVTSEEK	01347B	29	slot
0	PRG	TWN_SEEK	EVTSEEK	0135E2	29	slot
0	PRG	TWN_SEEK	EVTSEEK	013749	29	slot
0	PRG	TWN_SEEK	EVTSEEK	013893	29	slot
0	PRG	TWN_SEEK	EVTSEEK	0139FA	29	slot
0	PRG	TWN_SEEK	EVTSEEK	013B44	29	slot
0	PRG	TWN_SEEK	EVTSEEK	013C8E	29	slot
0	PRG	TWN_SEEK	EVTSEEK	013DBB	29	slot
0	PRG	TWN_SEEK	EVTSEEK	013F22	29	slot
0	PRG	TWN_SEEK	EVTSEEK	01406C	29	slot
0	PRG	TWN_SEEK	EVTSEEK	0141B6	29	slot
0	PRG	TWN_SEEK	EVTSEEK	0142E3	29	slot
0	PRG	TWN_SEEK	EVTSEEK	01442D	29	slot
0	PRG	TWN_SEEK	EVTSEEK	01455A	29	slot
0	PRG	TWN_SEEK	EVTSEEK	014687	29	slot
0	PRG	TWN_SEEK	EVTSEEK	014797	29	slot
0	PRG	TWN_SEEK	EVTSEEK	0148FE	29	slot
0	PRG	TWN_SEEK	EVTSEEK	014A48	29	slot
0	PRG	TWN_SEEK	EVTSEEK	014B92	29	slot
0	PRG	TWN_SEEK	EVTSEEK	014CBF	29	slot
0	PRG	TWN_SEEK	EVTSEEK	014E09	29	slot
0	PRG	TWN_SEEK	EVTSEEK	014F36	29	slot
0	PRG	TWN_SEEK	EVTSEEK	015063	29	slot
0	PRG	TWN_SEEK	EVTSEEK	015173	29	slot
0	PRG	TWN_ZOAH	EVTZOAH	013E8D	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	013EEB	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	013F49	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	013F9C	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	013FF2	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	01403D	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014088	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0140C8	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014120	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	01416D	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0141BA	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0141FC	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014241	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	01427B	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0142B5	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0142E4	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	01433C	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014389	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0143D6	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014418	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	01445D	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014497	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0144D1	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014500	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014547	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014583	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0145BF	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0145F0	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014624	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	01464D	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014676	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014694	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0146EC	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014739	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014786	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0147C8	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	01480D	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014847	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014881	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0148B0	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0148F7	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014933	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	01496F	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0149A0	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0149D4	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	0149FD	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014A26	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014A44	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014A89	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014AC3	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014AFD	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014B2C	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014B5E	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014B85	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014BAC	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014BC8	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014BFC	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014C25	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014C4E	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014C6C	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014C8D	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014CA3	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	014CB9	11	dialog
0	PRG	TWN_ZOAH	EVTZOAH	023F46	31	slot
0	PRG	TWN_ZOAH	EVTZOAH	024073	31	slot
0	PRG	TWN_ZOAH	EVTZOAH	0241A0	31	slot
0	PRG	TWN_ZOAH	EVTZOAH	0242AE	31	slot
0	PRG	TWN_ZOAH	EVTZOAH	0243DB	31	slot
0	PRG	TWN_ZOAH	EVTZOAH	0244E9	31	slot
0	PRG	TWN_ZOAH	EVTZOAH	0245F7	31	slot
0	PRG	TWN_ZOAH	EVTZOAH	0246E6	31	slot
0	PRG	TWN_ZOAH	EVTZOAH	024813	31	slot
0	PRG	TWN_ZOAH	EVTZOAH	024921	31	slot
0	PRG	TWN_ZOAH	EVTZOAH	024A2F	31	slot
