1	E011.EPK	04288B	하아,한없이 이어지는군…
1	E011.EPK	09D4DF	우와!
1	E011.EPK	0B3547	이건?
1	E011.EPK	0D38AF	…왜 그래?
1	E011.EPK	0F8EA7	무슨 일이 일어난…
1	E011.EPK	11ED67	좋아,가 보자
1	E011.EPK	1AB77B	이런!
1	E011.EPK	2553AF	하하! 좋다!
1	E011.EPK	3BC127	어서!
1	E011.EPK	3CE603	안에 들어가!!
1	E011.EPK	3F00C7	아…아아,미안해!
1	E014.EPK	0B2523	이거 대체…
1	E014.EPK	0D633B	당신의…드래곤인가?
1	E014.EPK	0FF463	내 것은 아니야
1	E014.EPK	1148CF	왠지 말은 들어주긴 하는데
1	E014.EPK	1C03E7	드래곤이라…그런가…
1	E014.EPK	1F503B	확실히 이놈이면 제국과도 싸운다…
1	E014.EPK	2573A7	제국과 싸운다고!?
1	E014.EPK	299F1F	설마,너도 크레이멘의!?
1	E014.EPK	2B39A7	사람 잘못 봤다고
1	E014.EPK	2E6B23	크레이멘 쪽이 아니다,
1	E014.EPK	2FA52F	난 시커다
1	E014.EPK	2FA53F	아니라고,
1	E014.EPK	326B9F	시커? 도굴집단?
1	E014.EPK	357BF7	이봐,말 험하게 하네
1	E014.EPK	3874CB	우리가 도굴꾼이면 제국도 그렇지
1	E014.EPK	3CD8EF	저 보물산이 놈들 것이라고,
1	E014.EPK	3FA33B	누가 정해?
1	E014.EPK	418A77	그 시커인 당신이 왜 이런 곳에?
1	E014.EPK	4634AF	동료와 합류 지점으로 가던 중…
1	E014.EPK	48BFA7	지름길로 가다 그놈에게 당했지
1	E014.EPK	4D7097	아니,살았어
1	E014.EPK	52616B	그래서 하는 김에 말인데,
1	E014.EPK	5592E3	날 거기까지 데려다주겠나
1	E014.EPK	5A189B	뭐,그리 멀지 않아
1	E014.EPK	5BFFDF	카이나스 마을,여기서 바로 남쪽이야
1	E014.EPK	626603	그리 경계하지 마
1	E014.EPK	66EBB3	혼자 여행은 안 익숙하지
1	E014.EPK	6A2A97	힘이 될게!
1	E014.EPK	6DB347	알겠다,하지만 그 마을까지만이다
1	E014.EPK	710D1B	충분해
1	E014.EPK	743B23	자기소개가 아직이었군
1	E014.EPK	78CAE7	내 이름은 가슈
1	E014.EPK	7AC92F	본명은 스키아드=오프스=가슈
1	E014.EPK	7E65B3	라고 하지만…뭐,가슈면 된다
1	E014.EPK	8262AB	이래 봬도 이 근방의
1	E014.EPK	84CBFF	정보엔 밝지
1	E014.EPK	882BFF	유적도,공성생물도,
1	E014.EPK	8C725F	뭐든 가르쳐 주지
1	E021.EPK	02CAF3	뭐야!! 대체!?
1	E021.EPK	065D4F	…가슈! 저거!!
1	E021.EPK	13C853	젠장,불사신인가,저놈!?
1	E021.EPK	21C30B	뭐!?
1	E021.EPK	25CB27	변형했다!!
1	E021.EPK	431D83	…굉장해…
1	E021.EPK	45ECEB	상황별 변형 능력…인가
1	E021.EPK	4A70AF	역시 이놈은…
1	E021.EPK	4E191B	아니,아무것도
1	E021.EPK	504F87	어서 지상으로 가자
1	E021.EPK	5311B3	유적 출구는 코앞
1	E021.EPK	5311C9	로 가자
1	E022.EPK	03C4F3	이제부터 혼자 간다
1	E022.EPK	06E027	이걸로 목숨은 건진 듯하다
1	E022.EPK	0A7D87	시커 놈들은 정이 없어서
1	E022.EPK	0D738F	정한 시간에 오지 않은 놈은
1	E022.EPK	0FFB17	사라진 걸로 한다
1	E022.EPK	1319C7	아,그래
1	E022.EPK	1319D5	사라진다
1	E022.EPK	189DD7	그걸 들고 동쪽으로 가
1	E022.EPK	1C5CEF	거기에 카라반이 있을 거다
1	E022.EPK	1F7B07	그걸 보이면 힘이 되어 준다
1	E022.EPK	233CEF	드래곤을 숨기고 간다면…
1	E022.EPK	27CC03	…하지만
1	E022.EPK	29D85F	길지 않았지만 좋았다
1	E022.EPK	29D87D	얘기…
1	E022.EPK	2E2B27	무사하면 다시 만나자
1	E024.EPK	01F2F7	당신도 아까 그놈들 동료냐!
1	E024.EPK	065F73	응? 그 펜던트는…
1	E024.EPK	0E1C7F	뭐야,가슈의 동료인가
1	E024.EPK	0FEB5B	또 아까 그놈들인가 했지…
1	E024.EPK	13C31F	그럼 다르지
1	E024.EPK	13C32E	들인가 했지…
1	E024.EPK	16BF1F	우선,앉아 주게
1	E024.EPK	2096FF	크레이멘인가…
1	E024.EPK	22D8D3	가슈 그놈,
1	E024.EPK	248BE7	가끔 누굴 보냈나 싶으면,
1	E024.EPK	260AC3	들고 오는군…참나
1	E024.EPK	2A2527	크레이멘…인지는 모르겠다만,
1	E024.EPK	2CB593	그런 자라면,사흘쯤 전에 왔다
1	E024.EPK	2F25DF	정말!?
1	E024.EPK	306BD3	약과 무기를 빼앗아 갔지
1	E024.EPK	349983	다들 살기등등한 건 그 탓이다
1	E024.EPK	3B32C3	놈들은 북으로…
1	E024.EPK	3C28E3	금지구역으로 갔다
1	E024.EPK	3F235B	금지구역?
1	E024.EPK	42A97F	북쪽에
1	E024.EPK	434E0B	중력 폭풍이 부는 지역이 있다
1	E024.EPK	46B8B3	구세기 유적이 있다는데
1	E024.EPK	4A1ECF	자유롭게 비행하기 어려워서
1	E024.EPK	4C4217	제국군도 못 간다
1	E024.EPK	4F3C8B	소문엔,
1	E024.EPK	4FAB47	본 적 없는 공성생물도 나온다고 해
1	E024.EPK	52F5D3	금지구역이라 불린다
1	E024.EPK	5A5213	…뭐,내버려 둬도,
1	E024.EPK	5CC3DB	놈들도 공성생물에게 당한다는 얘기다
1	E024.EPK	613D0B	그래도,저는 갑니다
1	E024.EPK	61E01F	크레이멘에게 한 방이라도 먹이고파…
1	E024.EPK	6AF0E3	우리도 사정이 있다
1	E024.EPK	6C3CF3	당신을 그곳까지 데려다줄 순 없다,
1	E024.EPK	6FF197	뭐,할 수 있는 만큼 하지
1	E024.EPK	75639B	바이카에게 비장의 무기를
1	E024.EPK	7716BB	팔라고 말해 두지
1	E024.EPK	791FEB	그놈이라면 구세기도 다소는 안다
1	E024.EPK	7D7EE3	겉모습은 어떻든,
1	E024.EPK	7EA7C7	속은 믿음직한 놈이니까
1	E024.EPK	83ACA3	고맙다
1	E024.EPK	8689F7	됐다
1	E024.EPK	880BC7	다만,혹시 살아 돌아오게 되면,
1	E024.EPK	8D0F27	금지구역서 주운 걸
1	E024.EPK	8F30E7	우리에게 팔지않겠나
1	E024.EPK	90AB2F	무기와 약이 모자라
2	E034.EPK	03AA77	무슨 일?
2	E034.EPK	05749F	아니면 날 내버려 둬
2	E034.EPK	08036F	이 「총」…
2	E034.EPK	093D8F	원래 당신 것이었다고 들었다
2	E034.EPK	0C2523	그래서…이 총 유적…
2	E034.EPK	0E2D43	『탑』에 대해 알려주게
2	E034.EPK	1083CF	총이라니?
2	E034.EPK	126E5B	바보 놈
2	E034.EPK	1313AB	그런 게 아니야
2	E034.EPK	155607	『투시판』이라 한다
2	E034.EPK	155620	아니야
2	E034.EPK	17AE6F	그 정도는 공부하고 와라!
2	E034.EPK	1ACA8B	…이래서 바깥 놈들은…
2	E034.EPK	1E6287	그거라면 들어본 적 있어
2	E034.EPK	204963	구세기 기록 기계지?
2	E034.EPK	25DCDB	낯선 얼굴이군?
2	E034.EPK	2C1E3B	…헌터인가? 시커?
2	E034.EPK	31B4CF	뭐,그런 셈이지
2	E034.EPK	346227	흐음…
2	E034.EPK	35DA2F	그래서,탑이 어쨌다고?
2	E034.EPK	39343F	그 유적이 왜?
2	E034.EPK	3B544F	탑의 위치를 찾는다
2	E034.EPK	3D3B2B	뭔가,당신이 아는 게 있으면
2	E034.EPK	3F074B	알려주지 않겠나
2	E034.EPK	40B2EF	이봐,그런 걸 물어서 뭐 하려고
2	E034.EPK	437EDB	그건 내가 발견했다
2	E034.EPK	437EF4	뭐 하려고
2	E034.EPK	454AFB	요컨대 내 것,
2	E034.EPK	471527	알려줄 이유는 없어
