name	offset	len	text
E034.EPK	03AA77	14	なんか用か？
E034.EPK	05749F	28	ないなら俺にかまわんでくれ
E034.EPK	08036F	14	この「総」…
E034.EPK	093D8F	40	もともとあなたの物だったって聞いたんだ
E034.EPK	0C2523	24	それで…この総の遣跡…
E034.EPK	0E2D43	32	『塔』について教えてほしいんだ
E034.EPK	1083CF	12	総だって？
E034.EPK	126E5B	10	バカ野郎
E034.EPK	1313AB	34	そりゃそんな【10】腐なもんじゃねえよ
E034.EPK	155607	24	『透視版』って言うんだ
E034.EPK	155620	9	ゃねえよ
E034.EPK	17AE6F	30	それぐらい勉強してから来い！
E034.EPK	1ACA8B	26	…これだから外の連中は…
E034.EPK	1E6287	28	それなら聞いたことはあるよ
E034.EPK	204963	26	旧世紀の記録機械…だろ？
E034.EPK	25DCDB	20	見かけない顔だな？
E034.EPK	2C1E3B	28	…ハンターか？ シーカー？
E034.EPK	31B4CF	24	まあね、そんなところだ
E034.EPK	346227	10	ふうん…
E034.EPK	35DA2F	30	で、塔がどうとか言ってたな？
E034.EPK	39343F	26	あの遣跡がどうかしたのか
E034.EPK	3B544F	24	塔の場所を探してるんだ
E034.EPK	3D3B2B	36	何か、あなたが知ってることがあれば
E034.EPK	3F074B	18	教えてくれないか
E034.EPK	40B2EF	38	おい、そんなこと聞いてどうするんだよ
E034.EPK	437EDB	24	あれは俺が発見したんだ
E034.EPK	437EF4	13	うするんだよ
E034.EPK	454AFB	20	要するに俺のもの、
E034.EPK	471527	28	あんたに教える義理はないね
E034.EPK	4A5A9F	30	まあ、あんたの出方によっては
E034.EPK	4D024B	30	教えてやらんこともないけどな
E034.EPK	50D29B	34	あんた、ハンターだって言ったよな
E034.EPK	53D033	22	なら、禁止区域の北、
E034.EPK	552BA3	32	ゲオルギウスの話を知ってるか？
E034.EPK	586A1F	20	ものを知らねえな…
E034.EPK	5A15C3	38	そこに行けば旧世紀の機械があるはずだ
E034.EPK	5E2143	20	ほら、そういう奴だ
E034.EPK	5E2157	18	の機械があるはずだ
E034.EPK	6317C7	40	見ての通り、こいつを修理してるんだが、
E034.EPK	65026F	20	部品が足りなくてな
E034.EPK	66AC33	34	あそこはまだ人が入ったことがない
E034.EPK	696113	28	空中船の部品もあるだろうぜ
E034.EPK	6AED5F	20	ま、あんたがそれを
E034.EPK	6D4A77	24	取ってきてくれるんなら
E034.EPK	6E6613	32	塔の場所を教えてやってもいいぜ
E034.EPK	71C5C7	18	んじゃ、よろしく
E034.EPK	77532F	16	早いとこ頼むぜ
E052.EPK	0A2C0F	24	あっ！ 探してたんだぜ
E052.EPK	0C68BF	16	どこにいたんだ
E052.EPK	0DF8BF	18	うわっ、何だよ…
E052.EPK	11704B	14	ああ、そうか
E052.EPK	1374A3	34	だけど、こんなものはもういいんだ
E052.EPK	1526A7	18	それより見たぜ、
E052.EPK	15E973	34	どこで手に入れたんだ、あいつを？
E052.EPK	188FDF	20	あいつって？ 何？
E052.EPK	1A71C7	26	おいおい、とぼけるなよ、
E052.EPK	1C0153	36	見たんだよ、あんたがあれに乗るのを
E052.EPK	1ECD23	14	まあ、待てよ
E052.EPK	202A83	24	そう恐い顔をするなって
E052.EPK	23406F	36	俺は、その辺にいるボンクラどもとは
E052.EPK	24B4A7	14	違うんだから
E052.EPK	2706CF	40	自分の知らないものを【14】定するってのは、
E052.EPK	28CA93	28	最高に愚かな奴のすることだ
E052.EPK	28CAAF	12	るってのは、
E052.EPK	2B5943	40	神だ、悪魔だと斉えたり崇めたりするって
E052.EPK	2DC9B7	32	いうのはちっとも論理的じゃない
E052.EPK	2F8F3F	12	そうだろ？
E052.EPK	32FDC3	34	知恵と知識ってやつを持ってるんだ
E052.EPK	34DFBF	38	あんたとドラゴンを見つけたのだって、
E052.EPK	375037	38	旧世紀の道具の使い方を知ってたからさ
E052.EPK	3BD757	40	こいつを使って、あんたがゲオルギウスで
E052.EPK	3E100B	36	ドラゴンに乗ってるところを見たんだ
E052.EPK	40EE3F	12	な、頼むよ
E052.EPK	43CC57	38	純【41】に、じゅんっすいに学術的興味から
E052.EPK	462177	32	あのドラゴンを見せてほしいんだ
E052.EPK	48025F	26	わかったよ…そのうち、な
E052.EPK	49901F	12	それより…
E052.EPK	49CB97	8	絶対？
E052.EPK	4A396F	14	絶対だぞ！？
E052.EPK	4C703B	20	…あ、えぇ〜っと…
E052.EPK	4DAE6B	12	…誰だっけ
E052.EPK	51F863	26	そうだ、絶対だぞ、エッジ
E052.EPK	5730E3	38	頼むよ、俺も今すぐなんて無茶は言わん
E052.EPK	59BCB3	32	ま、でもできる限り早く頼むぜ…
E052.EPK	605F23	30	そういや、何か頼まれてたよな
E052.EPK	63058B	12	…『塔』…
E052.EPK	6496CF	18	ああ、そうだった
E052.EPK	6794F7	24	…あれはこの街の北東、
E052.EPK	6A055B	28	湖を越えたところにある……
E052.EPK	6E194F	12	…はずだ…
E052.EPK	71C437	34	こいつを使って【61】ったもんだからな
E052.EPK	73DB17	30	実際に行ったわけじゃないんだ
E052.EPK	75A0A3	28	その時の記録…見てみるか？
E052.EPK	7B9BBB	22	えっと、あれは確か…
E052.EPK	7EB53F	18	あった、これだ！
E052.EPK	84039F	40	すごいだろ、この機械も俺が直したんだぜ
E052.EPK	8872FF	28	こいつはこれを飛ばすことで
E052.EPK	88731B	12	、したんだぜ
E052.EPK	8A54FB	32	居ながらにして世界のあちこちを
E052.EPK	8BFFE3	18	見ることができる
E052.EPK	8D4EA3	38	俺がいじった中でも、とっておきの奴さ
E057.EPK	0F53A3	24	また、あのドラゴン！！
E057.EPK	1369DB	30	説得の通じる相手じゃないか！
E059.EPK	071E37	10	頼むぞ…
E059.EPK	1A9D87	34	これ以上、あのひとの邪魔をするな
E059.EPK	1F268B	18	でなければ…殺す
E059.EPK	225FFB	16	ふざけるな！！
E059.EPK	253153	24	何も知らないくせに！！
