id	kind	count	budget	chars	jp	ko
N000	dialog	26	23	34	ゆ)？<08>セ<0E>れ<0C>らェアアぬらアイ<12>よアウュひ	
N001	narration	7	33	16	(お礼に何かあげた方がいいかな)	(답례로 뭔가 주면 좋을까)
N002	ui	5	96	52	ガリル砂漠で、ハイガを\n倒した時に変化した姿。\nこの時から、身体を自由に\n変形できるようになった。	가릴 사막에서\n하이가를 쓰러뜨리고\n변한 모습.이때부터\n몸을 자유로이 변형.
N003	ui	5	86	47	ゲオルギウスで目覚めた\n巨大なドラゴンを倒した\n時に変化した姿。\n翼のしま模様が美しい。	게오르기우스의\n거대 드래곤을\n쓰러뜨려 변한 모습.\n날개 줄무늬가 곱다.
N004	ui	5	78	43	タム・バシレウスを倒した\n時に変化した姿。\n甲殻におおわれた部分が\n増えている。	탐·바실레우스를\n쓰러뜨려 변한 모습.\n갑각에 덮인 부분이\n늘어나 있다.
N005	ui	5	84	46	アトルムドラゴンを倒した\n時に変化した姿。\n翼の内側に、目のような\n模様ができている。	아트룸 드래곤을\n쓰러뜨려 변한 모습.\n날개 안쪽에 눈 같은\n무늬가 생겼다.
N006	ui	5	112	63	攻性生物に寄生された\nグリグオリグを倒した時に\n変化した姿。\n少しずつ、人の姿に\n近づいてきているような\n気がする。	공성생물에 기생한\n그리그오리그를\n쓰러뜨려 변한 모습.\n조금씩 사람 모습에\n가까워지는 듯한\n느낌이다.
N007	dialog	4	24	29	<02><01>エ」。なカむキむク…はるツむはるツむはるツ	
N008	dialog	4	23	11	グレイスリングをあげる	그레이스링을 준다
N009	dialog	4	21	10	ジェムレンズをあげる	젬 렌즈를 준다
N010	dialog	4	21	10	ザアルナッツをあげる	자알너츠를 준다
N011	narration	4	39	19	(ゾアで道具屋をやっていたヤレドだ…)	(조아에서 도구점 하던 야레드다…)
N012	narration	4	37	18	(ここでの肩書きは「調整士」らしい)	(여기선 직함이 「조정사」인 듯)
N013	narration	4	27	13	(発掘品の加工をしている)	(발굴품을 가공 중이다)
N014	ui	3	105	65	ゲオルギウスで戦ったと\nいうドラゴンも、これと\n似た姿をしていたらしい。\nこれが<01><01>の\n本当の姿なのだろうか。	게오르기우스에서 싸운\n드래곤도 이것과\n닮은 모습이었다 한다.\n이것이 <01><01>의\n진짜 모습일까.
N015	dialog	3	29	14	すいません、仕事があるので…	죄송해요.일이 있어서…
N016	dialog	3	33	16	…お話なら、母に聞いてください…	…얘기는 어머니께 물으세요…
N017	narration	3	31	15	(何か手仕事をしているようだ)	(뭔가 손일을 하는 듯)
N018	dialog	3	37	18	まだ、こんな土地が残ってたんですね…	아직 이런 땅이 남아 있었군요…
N019	dialog	2	19	18	ョー」アアなアイーーイな＋ウイイュャ	
N020	dialog	2	13	6	トゥプナック	투프낙
N021	dialog	2	10	12	チアりハセ。ホ<0E>？	
N022	ui	2	142	78	ウルの地下遣跡で戦った。\nふ化したタルメランは、\n短時間でタルバーニへと\n羽化する。同時に攻撃力も\n上がってしまうので、\nその前に倒しておきたい。	우르 지하 유적에서\n싸웠다.부화한\n타르메란은 단시간에\n타르바니로 우화한다.\n공격력도 오르므로\n그 전에 잡고 싶다.
N023	ui	2	172	96	ウルの地下遣跡で戦った。\nふ化したデルメランは、\n短時間でデルバーニへと\n羽化する。\nまた、仲間の成長を早める\n能力もあるので、群れで\n現れた時には、先に倒して\nおいた方がいい。	우르 지하 유적에서\n싸웠다.부화한\n데르메란은 단시간에\n데르바니로 우화한다.\n또 동료의 성장을\n앞당기는 능력도 있어\n무리로 나타나면\n먼저 잡는 게 좋다.
N024	ui	2	197	110	帝国軍の中でも、特殊な\n任務につく部隊が使用する\n船だ。3方向に攻撃できる\n6連装誘導爆雷を積んで\nいる。\n爆雷点火から発射までには\n時間がかかるので、その\n間に爆雷を撃ち落とせば\n痛い目にあわずにすむ。	제국군 중에서도\n특수 임무 부대의 배.\n3방향 공격이 가능한\n6연장 유도폭뢰를\n싣고 있다.\n점화부터 발사까지\n시간이 걸리니\n그 사이 폭뢰를 쏘아\n떨어뜨리면 안전하다.
N025	ui	2	195	109	帝国軍の空中騎兵連隊が\n使っている戦闘機。\n運動性と引きかえに装甲が\n薄くなっていて、攻撃を\n受ければ、あっという間に\n墜落してしまう。\nしかし、腕のいい操縦士が\n扱えば、光の矢をかわす\nこともできる。	제국군 공중기병\n연대의 전투기.\n기동성과 맞바꿔\n장갑이 얇아 공격을\n받으면 순식간에\n추락해 버린다.\n하지만 솜씨 좋은\n조종사가 다루면\n빛의 화살도 피한다.
N026	ui	2	144	79	旧式艦を改良したもの。\nエンジンの出力が弱く、\n火炎噴射砲しか積むことが\nできなかったらしいが、\n装甲には、最近発掘された\n素材を使っているようだ。	구식함을 개량한 것.\n엔진 출력이 약해\n화염분사포밖에\n못 실었다고 하나\n장갑에는 최근\n발굴된 소재를 쓴 듯.
N027	ui	2	101	63	昔、帝都に現れたという\nドラゴンも、これと同じ\n姿をしていたらしい。\nこれが<01><01>の\n本当の姿なのだろうか。	옛날 제도에 나타난\n드래곤도 이것과 같은\n모습이었다 한다.\n이것이 <01><01>의\n진짜 모습일까.
N028	dialog	2	15	7	ごめんなさい…	죄송해요…
N029	dialog	2	35	17	よその人とお話したこと、なくって…	남과 얘기해 본 적이 없어서…
N030	dialog	2	39	19	私、生まれた村から出たことがなくって…	저,고향 마을을 나온 적이 없어서…
N031	dialog	2	37	18	旅に出てから、ずっと心細かったんです	여행을 떠난 뒤로 계속 불안했어요
N032	dialog	2	29	14	まだ若いのに、ひとり旅かい？	아직 어린데 혼자 다니냐?
N033	dialog	2	13	6	大変だねえ…	고생이네…
N034	dialog	2	35	17	あんた、珍しい品物持ってないかい？	자네,진귀한 물건 갖고 있나?
N035	dialog	2	39	19	あったら、うちのひとに見せてやっとくれ	있으면 우리 양반한테 보여 주게
N036	dialog	2	17	8	ねえ、お母さん…	있잖아,엄마…
N037	dialog	2	31	15	ひとり旅って、どんな感じかな？	혼자 여행은 어떤 느낌일까?
N038	dialog	2	19	9	変な事聞く子だねえ	이상한 걸 묻는군
N039	dialog	2	19	9	どうかしたのかい？	무슨 일 있니?
N040	dialog	2	7	3	別に…	별로…
N041	dialog	2	19	9	ただ、なんとなく…	그냥,왠지…
N042	dialog	2	23	11	ほんとに、ありがとうよ	정말,고마워요
N043	dialog	2	21	10	エンカクの薬だけどさ	엔카쿠의 약 말인데
N044	dialog	2	31	15	うちのひとが作ってくれたんだよ	우리 양반이 만들어 줬단다
N045	dialog	2	39	19	あんな道楽も、たまには役に立つんだねえ	저런 취미도 가끔은 쓸모가 있구나
N046	narration	2	33	16	(よかった…元気になったらしい)	(다행이다…기운을 차린 듯)
N047	narration	2	31	15	(なんとなく元気がないようだ)	(왠지 기운이 없어 보인다)
N048	dialog	2	35	17	あの子、すっかり元気になっただろ？	그 애,완전히 기운 차렸지?
N049	dialog	2	9	4	だって…	하지만…
N050	dialog	2	39	19	わからん…今、資料庫を調べてるところだ	모르겠다…지금 자료고를 뒤지는 중
N051	dialog	2	39	19	昔の記録に、手がかりがあるかもしれない	옛 기록에 단서가 있을지도 모른다
N052	dialog	2	29	14	彼女も、旧世紀の産物だからな	그녀도 구세기의 산물이니까
N053	dialog	2	19	9	アゼル…どうして…	아젤…어째서…
N054	dialog	2	27	13	彼女は、塔を開く唯一の鍵だ	그녀는 탑을 여는 열쇠다
N055	dialog	2	39	19	俺達が塔に行きたがってるのを知っていた	우리가 탑에 가려는 걸 알고 있었다
N056	dialog	2	25	12	彼女にとって、あそこは…	그녀에게 그곳은…
N057	dialog	2	27	13	クレイメンが死んだ場所だよ	크레이멘이 죽은 곳이야
N058	dialog	2	27	13	そいつはわかってるんだが…	그건 알고 있다만…
N059	dialog	2	37	18	ちょっとばかり、話を急ぎすぎたかなあ	조금 얘기를 너무 서둘렀나…
N060	dialog	2	33	16	とにかく、儀はアゼルを探してみる	아무튼 나는 아젤을 찾아보겠다
