id	kind	count	budget	chars	jp	ko
2111	ui	1	27	13	153セストレンへ、塔爆破	153 세스트렌으로, 탑 폭파
2112	ui	1	25	12	155＿1戦闘ムービー1	155_1 전투 무비 1
2113	ui	1	25	12	155＿2戦闘ムービー2	155_2 전투 무비 2
2114	ui	1	25	12	155＿3戦闘ムービー3	155_3 전투 무비 3
2115	ui	1	25	12	155＿4戦闘ムービー4	155_4 전투 무비 4
2116	ui	1	25	12	155＿5戦闘ムービー5	155_5 전투 무비 5
2117	ui	1	23	11	159ドラゴンとの別れ	159 드래곤과의 이별
2118	ui	1	35	17	160荒野にてエッジを待つガッシュ	160 황야에서 에지를 기다리는 가슈
2119	ui	1	13	6	1の月25日	1월 25일
2120	ui	1	13	6	1の月26日	1월 26일
2121	ui	1	13	6	1の月27日	1월 27일
2122	dialog	1	106	51	1ゲージ以上たまっていれば\nコマンドアイコンを開き\nその時にたまっているゲージ量で\n可能な行動を選択できる。	게이지가 1개 이상 쌓여 있으면\n커맨드 아이콘을 열어\n그때 쌓여 있는 게이지 양으로\n가능한 행동을 선택할 수 있다.
2123	dialog	1	37	18	1号、2号貯水層の注水を開始します…	1호, 2호 저수층의 주수를 시작합니다…
2124	dialog	1	11	5	1号貯水層	1호 저수층
2125	dialog	1	31	15	1階まで降りれば、最上層までの	1층까지 내려가면, 최상층까지의
2126	dialog	1	9	4	200Dn	200Dn
2127	movie	1	17	8	20年、30年…	20년, 30년…
2128	dialog	1	11	5	2号貯水層	2호 저수층
2129	ui	1	149	71	2度も彼女を助けてくれた事、\n礼を言う。\n \nだが、正直、彼女は\n君には荷の重過ぎる存在のはずだ。\n実際に、そのままでは、\n彼女が意識を取り戻す事もない。	두 번이나 그녀를 구해준 것,\n감사한다.\n \n하지만, 솔직히 그녀는\n너에게는 너무 버거운 존재일 것이다.\n실제로, 이대로라면\n그녀가 의식을 되찾는 일도 없다.
2130	ui	1	167	80	3)中間層から外周部8階へ→\n  8階から昇降機で6階へ→\n  6階から下部格納層へ\n\n4)下部格納層から外周部5階へ→\n  5階から昇降機で4階へ→\n  4階から最下層へ	3) 중간층에서 외주부 8층으로→\n  8층에서 승강기로 6층으로→\n  6층에서 하부 격납층으로\n\n4) 하부 격납층에서 외주부 5층으로→\n  5층에서 승강기로 4층으로→\n  4층에서 최하층으로
2131	dialog	1	24	10	3つの<03><05>プロテクトキー<03>	3개의<03><05>프로텍트 키<03>
2132	dialog	1	11	5	3号貯水層	3호 저수층
2133	movie	1	21	10	4番発掘所より入電！	4번 발굴소에서 전화가 왔다!
2134	dialog	1	9	4	500Dn	500Dn
2135	dialog	1	15	7	500Dnで買う	500Dn에 산다
2136	dialog	1	23	11	50年前にここに落ちた	50년 전에 여기에 떨어졌다
2137	dialog	1	15	7	800Dnで買う	800Dn에 산다
2138	dialog	1	17	8	9000Dnで売る	9000Dn에 판다
2139	ui	1	11	5	9の月8日	9월 8일
2140	dialog	1	10	4	<!87>令が出た	<!87>명령이 내려졌다
2141	dialog	1	33	15	<!8B><01>(こちらに気づく様子もない…)	<!8B><01>(이쪽을 알아차릴 기색도 없다…)
2142	dialog	1	12	5	<!9C>変わったね	<!9C>변했네
2143	dialog	1	14	6	<!9C>安置されとる	<!9C>안치되어 있다
2144	dialog	1	8	3	<!A0>の前だ	<!A0> 앞이다
2145	dialog	1	14	6	<!A1>かりそうだよ	<!A1>알 것 같아
2146	dialog	1	4	1	<!A2>さ	<!A2>야
2147	dialog	1	16	7	<!A3>は死んじまった	<!A3>은 죽어버렸다
2148	dialog	1	14	6	<!A6>いそうだな)	<!A6>인 것 같군)
2149	dialog	1	18	8	<!A6>いたいはそうだな	<!A6>싶다는 건 그렇겠지
2150	dialog	1	4	1	<!A6>ぜ	<!A6>야
2151	dialog	1	4	1	<!A6>？	<!A6>？
2152	dialog	1	8	3	<!A8>なのだ	<!A8>이다
2153	dialog	1	8	3	<!A9>あり…	<!A9>있고…
2154	dialog	1	10	4	<!A9>はないぞ	<!A9>는 없어
2155	dialog	1	14	6	<!A9>手に入れた？	<!A9> 손에 넣었어？
2156	dialog	1	4	1	<!A9>？	<!A9>？
2157	dialog	1	12	5	<!AA>うやって？	<!AA> 어떻게？
2158	dialog	1	4	1	<!AA>な	<!AA>군
2159	dialog	1	10	4	<!B0>い男だぜ	<!B0> 남자야
2160	dialog	1	6	2	<!B1>れ液	<!B1> 액체
2161	dialog	1	12	5	<!BA>ねえのか？	<!BA>없는 거냐？
2162	dialog	1	8	3	<!BA>ねえよ	<!BA>없어
2163	dialog	1	16	7	<!BD>すぐ飛ぶだけだ	<!BD>그냥 날아갈 뿐이다
2164	dialog	1	4	1	<!BD>た	<!BD>했다
2165	dialog	1	6	2	<!BD>たな	<!BD>했군
2166	dialog	1	8	3	<!BD>たのは	<!BD>한 건
2167	dialog	1	20	9	<!BD>てのは、おまえか？	<!BD>다는 건, 너냐？
2168	dialog	1	6	2	<!BD>てよ	<!BD>해줘
2169	dialog	1	10	4	<!BD>てるのさ	<!BD>하고 있는 거야
2170	dialog	1	4	1	<!C0>だ	<!C0>다
