id	kind	count	budget	chars	jp	ko
3914	movie	1	35	17	なんで追わなきゃならないんです！？	왜 쫓아가야 하는 거예요!?
3915	dialog	1	29	14	なんとかこいつを止めないと…	어떻게든 이놈을 막아야…
3916	dialog	1	25	12	なんとか飛んでくれそうだ	어떻게든 날아줄 것 같다
3917	dialog	1	37	18	なんと言われても、取り引きはできんよ	뭐라 해도 거래는 못 해
3918	movie	1	33	16	なんと言われようと人間はあがく…	뭐라 하든 인간은 발버둥친다…
3919	dialog	1	4	2	な？	그치?
3920	dialog	1	4	2	に…	에…
3921	dialog	1	27	13	にいちゃん、知らないかい？	형씨, 모르나?
3922	dialog	1	37	18	にいちゃんが薬をくれたって、ほんと？	형이 약을 줬다는 거, 진짜야?
3923	dialog	1	12	6	に会ったら…	만나면…
3924	dialog	1	94	45	に分けられる。\nレベルアップ時の能力の上がり方や\nバーサークの覚え方は\nタイプによって変化する。	로 나뉜다.\n레벨업 시 능력치 상승 방식이나\n버서크 습득 방식은\n타입에 따라 달라진다.
3925	dialog	1	12	6	に持っている	를 갖고 있다
3926	dialog	1	17	8	に関する報告…』	에 관한 보고…』
3927	ui	1	2	1	ぬ	누
3928	dialog	1	27	13	ねえ、ドラゴンって何なの？	저기, 드래곤이 뭔데?
3929	dialog	1	11	5	の1号機よ	의 1호기야
3930	dialog	1	11	5	の2号機よ	의 2호기야
3931	dialog	1	11	5	の3号機よ	의 3호기야
3932	dialog	1	11	5	の4号機よ	의 4호기야
3933	dialog	1	9	4	の5号機	의 5호기
3934	dialog	1	11	5	の6号機よ	의 6호기야
3935	dialog	1	68	32	の\nバーサークは、\n各タイプに1種ずつ存在する\n専用バーサークである。	의\n버서크는,\n각 타입에 1종씩 존재하는\n전용 버서크다.
3936	dialog	1	7	3	の…』	의…』
3937	dialog	1	7	3	の、…	의, …
3938	dialog	1	17	8	のどこかにあるわ	어딘가에 있어
3939	dialog	1	4	2	のは	인 건
3940	dialog	1	20	10	の子の薬が作れるぞ！	그 아이 약을 만들 수 있어!
3941	dialog	1	19	9	の守護を最優先せよ	수호를 최우선으로 하라
3942	dialog	1	27	13	の封印が強制解除されました	봉인이 강제 해제됐습니다
3943	dialog	1	8	4	の目」…	의 눈」…
3944	dialog	1	10	5	の通り道さ	이 지나는 길이야
3945	dialog	1	13	6	の開発を…』	개발을…』
3946	dialog	1	41	19	は\n1ゲージを消費することで\n発射できる。	는\n1게이지를 소모하면\n발사할 수 있다.
3947	dialog	1	72	34	は\n1ゲージを消費することで\n発射できる。\nこの銃は、敵を狙い撃ちできる。	는\n1게이지를 소모하면\n발사할 수 있다.\n이 총은 적을 저격할 수 있다.
3948	dialog	1	60	28	は\nその種類によって\n必要なゲージ数が\n1〜3ゲージと異なる。	는\n종류에 따라\n필요 게이지 수가\n1~3게이지로 다르다.
3949	dialog	1	4	2	は…	는…
3950	dialog	1	21	10	はい、これあげるね！	자, 이거 줄게!
3951	movie	1	11	5	はじめるわ	시작할게
3952	movie	1	5	2	はっ	핫
3953	dialog	1	6	3	はね…	은…
3954	dialog	1	20	10	は一生懸命なんだな)	은 정말 열심이구나)
3955	movie	1	9	4	ひ、人？	히, 사람?
3956	movie	1	15	7	ひさしぶりだな	오랜만이군
3957	dialog	1	23	11	ひでえ国だぜ、あそこは	지독한 나라구만, 거기는
3958	movie	1	15	7	ひとつ聞きたい	하나 묻고 싶다
3959	dialog	1	19	9	ひとつ試してやろう	하나 시험해 볼까
3960	dialog	1	17	8	ひとの勝手だろ…	남의 마음이지…
3961	dialog	1	33	16	ひとりで遣跡から戻って来るとは…	혼자서 유적에서 돌아오다니…
3962	dialog	1	39	19	ひまならジューバの話でも聞いてあげてよ	심심하면 주바 얘기라도 들어줘
3963	ui	1	31	15	ひみちゅのフラグbyMたかはC	히밋추 플래그 by M 타카하시
3964	dialog	1	25	12	ひるむな！ まだいける！	겁먹지 마! 아직 할 수 있어!
3965	dialog	1	33	16	ひるむな！ 各銃座、撃ちまくれ！	겁먹지 마! 전 포대, 쏴라!
3966	dialog	1	23	11	ふう、何とか倒せたか…	휴, 어떻게든 쓰러뜨렸나…
3967	dialog	1	19	9	ふうん…ま、いいや	흠…뭐, 됐어
3968	movie	1	13	6	ふざけるなよ	장난치지 마
3969	movie	1	21	10	ふん、さっきまではな	흥, 아까까지는 말이지
3970	dialog	1	35	17	ふん、まあいい…おおよそ察しはつく	흥, 뭐 됐다…대충 짐작은 간다
3971	dialog	1	39	19	ふーん…なら、ジューバの店に行ってみな	흠…그럼, 주바네 가게에 가 봐
3972	dialog	1	5	2	ふ化	부화
3973	dialog	1	4	2	へ…	헤…
3974	dialog	1	35	17	へえ…あんたがドラゴンの乗り手か！	허…네가 드래곤 사용자냐!
3975	dialog	1	31	15	へえ…いい銃持ってるじゃねえか	허…괜찮은 총 가지고 있네
3976	dialog	1	35	17	へえ…普通の人間と変わんないんだね	허, 보통 인간이랑 다를 게 없네
3977	dialog	1	35	17	へえ、司祭様と張り合おうってのかね	허, 사제님이랑 맞서겠다는 건가
3978	dialog	1	39	19	へたすりゃ、国ひとつ滅ぼしかねないのさ	잘못하면 나라 하나쯤 멸망시킬 수도 있어
3979	dialog	1	31	15	へっ！ でけえ□叩くじゃねえか	헛! 꽤 크게 □ 두드리네
3980	dialog	1	21	10	へっ！ バカ言うなよ	헛! 헛소리하지 마
3981	dialog	1	21	10	への道を開いてもらう	로 가는 길을 열어달라
3982	dialog	1	31	15	へへ…これで、貸し借りなしだな	헤헤…이걸로 빚 없는 거다
3983	dialog	1	4	2	ほう	호
3984	dialog	1	33	16	ほう…まあ、無理にとは言わんがね	호…뭐, 억지로는 안 시켜
3985	dialog	1	33	16	ほう…神聖区民の頼みを断るとはね	호…신성구민 부탁을 거절하다니
3986	dialog	1	35	17	ほう、どのくらい仕込まれとるのかな	호, 얼마나 훈련받은 건가
3987	dialog	1	21	10	ほう、なかなかやるな	호, 제법이군
3988	dialog	1	17	8	ほう、わかるか？	호, 알겠나?
3989	dialog	1	35	17	ほうびに帝国旗艦の力を見せてやろう	상으로 제국 기함의 힘을 보여주지
3990	dialog	1	35	17	ほとんどの者は、すでに里を脱出した	대부분은 이미 마을을 탈출했다
3991	dialog	1	4	2	ほゆ<09>	호유<09>
3992	dialog	1	15	7	ほら、こいつさ	이거 봐, 이거 말이야
3993	dialog	1	31	15	ほら、そこ、しっかり押さえろよ	이봐, 거기, 꽉 눌러
3994	dialog	1	15	7	ほれ、見てみな	자, 봐봐
3995	dialog	1	25	12	ぼうず、悪い事は言わねえ	얘, 나쁜 말 안 할게
3996	dialog	1	37	18	ぼうずの薬を調達してくれたんだってな	네 약을 구해다 줬다며
3997	dialog	1	11	5	ま、いいよ	뭐, 됐어
3998	dialog	1	31	15	ま、おまえなら大丈夫だろうけど	뭐, 너라면 괜찮을 텐데
3999	movie	1	33	16	ま、その辺はあんたの方が詳しいか	뭐, 그쪽이 더 잘 알겠지
