id	kind	count	budget	chars	jp	ko
4733	dialog	1	37	18	ハンターのエッジってのは、おまえか？	헌터 엣지라는 게 너냐?
4734	dialog	1	35	17	ハンターの仕事は、いつも命がけだ…	헌터의 일이란 건 항상 목숨을 걸어야 해…
4735	dialog	1	39	19	ハンターの戦いに、意味はあると思うか？	헌터의 싸움에 의미가 있다고 생각해?
4736	dialog	1	29	14	ハンターの爺さん、喜んでたろ	헌터 영감님, 기뻐했겠지
4737	dialog	1	29	14	ハンターの誇りがある限りはな	헌터의 긍지가 있는 한은 말이지
4738	dialog	1	35	17	ハンターの誇りってもんがねえのか？	헌터의 긍지라는 게 없는 거냐?
4739	dialog	1	33	16	ハンターみたいな感じだったけど…	헌터 같은 느낌이었는데…
4740	dialog	1	37	18	ハンター一人っきりってのは、心細いね	헌터 혼자라는 건 불안하지
4741	dialog	1	37	18	ハンター風情が、いいご身分じゃないか	헌터 주제에 신세 한번 좋구나
4742	dialog	1	33	16	バイマンが通行証を出したようだな	바이만이 통행증을 내준 모양이군
4743	dialog	1	15	7	バイマンさん…	바이만 씨…
4744	dialog	1	35	17	バイマンさんから、君の事は聞いたよ	바이만 씨한테 네 얘기 들었어
4745	dialog	1	35	17	バイマンさんがおっしゃってましたよ	바이만 씨가 말씀하셨어요
4746	dialog	1	33	16	バイマンさんが予言なさったんだよ	바이만 씨가 예언하셨어
4747	dialog	1	31	15	バイマンさんのお宅は、ええと…	바이만 씨 댁은, 그러니까…
4748	dialog	1	37	18	バイマンさんの家は、教会の裏だってよ	바이만 씨 집은 교회 뒤쪽이래
4749	dialog	1	39	19	バイマンさんは、前の司祭とは違うからな	바이만 씨는 전 사제와는 다르니까
4750	dialog	1	31	15	バイマンの…新しい司祭の提案だ	바이만의… 새 사제 제안이야
4751	dialog	1	35	17	バイマンの奴め、何を考えておるのだ	바이만 그 녀석, 무슨 생각을 하는 건지
4752	dialog	1	151	72	バイマンは、塔後の上自の研を\nエッジに連す。そこに、向の半作である\n「『特り務』の務違」が敵最されて\nいるという。\n \n(大丈夫・理考セリフ直み何み知抜)\n	[원문 손상 - 확인 필요]
4753	dialog	1	151	72	バイマンは、多止の最与の若を\nエッジに中す。そこに、旅の跡息である\n「『来り自』の自分」が証結されて\nいるという。\n \n(炉持運・式水セリフ袋み遠み時内)\n	[원문 손상 - 확인 필요]
4754	dialog	1	151	72	バイマンは、材天の操糧の受を\nエッジに閉す。そこに、通の役包である\n「『理り由』の由与」が命意されて\nいるという。\n \n(旧世紀・械置セリフ言み処み使道)\n	[원문 손상 - 확인 필요]
4755	dialog	1	151	72	バイマンは、道待の高机の肉を\nエッジに窓す。そこに、通の立上である\n「『吊り棒』の棒話」が聞部されて\nいるという。\n \n(辺境貴・重品セリフ木み干み古井)\n	[원문 손상 - 확인 필요]
4756	dialog	1	33	16	バイマンも同じ事を言っていたな…	바이만도 같은 말을 했었지…
4757	movie	1	13	6	バカ、無茶だ	바보, 무리야
4758	dialog	1	13	6	バカ者めが…	바보 같은 놈…
4759	dialog	1	39	19	バラした獲物は、バイカにも回しておいた	해체한 사냥감은 바이카한테도 나눠줬어
4760	dialog	1	19	9	バリアが解けてる！	배리어가 풀렸어!
4761	dialog	1	11	5	バーサーク	버서크
4762	dialog	1	95	46	バーサークには6つの系統がある。\nレベルアップで覚えるものが4系統\nその他が2系統に分けられる。	버서크에는 6개의 계통이 있다.\n레벨업으로 익히는 것이 4계통,\n그 외가 2계통으로 나뉜다.
4763	dialog	1	17	8	バーサークの系統	버서크의 계통
4764	dialog	1	19	9	バーサークレーザー	버서크 레이저
4765	dialog	1	15	7	パイロンルーム	파일런 룸
4766	slot	1	25	8	パイロンルーム1	파일런 룸1
4767	slot	1	25	8	パイロンルーム2	파일런 룸2
4768	dialog	1	17	8	パイロンルーム3	파일런 룸3
4769	dialog	1	29	14	パエット、俺にも手伝わせてよ	파에트, 나도 좀 도와줘
4770	dialog	1	37	18	パエットさんなら、機械置き場だろうな	파에트 씨라면 기계 창고에 있을걸
4771	dialog	1	35	17	パエットさんは、街の外に行ってるよ	파에트 씨는 마을 밖에 나갔어
4772	dialog	1	25	12	パエットとベゼルだけどよ	파에트랑 베젤 말인데
4773	dialog	1	37	18	パエットと一緒にこの船で脱出した時…	파에트랑 같이 이 배로 탈출했을 때…
4774	dialog	1	37	18	パエットなら、街の外に行っちまったぜ	파에트라면 마을 밖으로 나가버렸어
4775	dialog	1	25	12	パエットには悪いけどさ…	파에트한테는 미안하지만…
4776	dialog	1	27	13	パエットに会ったんだって？	파에트를 만났다며?
4777	dialog	1	35	17	パエットに用？ 今は神聖区にいるよ	파에트한테 볼일? 지금은 신성구에 있어
4778	dialog	1	33	16	パエットの奴に紹介してもらってよ	파에트 그 녀석한테 소개받았어
4779	dialog	1	23	11	パエットの知り合いか？	파에트 지인이야?
4780	dialog	1	37	18	パエットの親父が、予言をしたんだとよ	파에트 아버지가 예언을 했다더군
4781	dialog	1	33	16	パエットの親父が選ばれたらしいぜ	파에트 아버지가 선택받았다더라
4782	dialog	1	39	19	パエットの親父の予言が当たるとはなあ…	파에트 아버지 예언이 맞다니…
