id	kind	count	budget	chars	jp	ko
0	slot	234	11	5	話をやめる	이야기를 그만둔다
1	dialog	202	2	1	)	)
2	slot	106	9	4	帝国の話	제국 이야기
3	slot	104	19	6	シーカーの話	시커 이야기
4	dialog	96	19	9	ジューバの店への道	주바의 가게로 가는 길
5	slot	96	29	6	ゾアの街の話	조아 마을 이야기
6	dialog	87	7	3	やめる	그만둔다
7	slot	73	19	6	ドラゴンの話	드래곤 이야기
8	dialog	70	2	1	る	다
9	dialog	64	19	9	バイマンの家への道	바이만의 집으로 가는 길
10	dialog	64	11	5	教会への道	교회로 가는 길
11	dialog	64	17	8	機械置き場への道	기계 창고로 가는 길
12	dialog	64	11	5	通路への道	통로로 가는 길
13	slot	64	31	4	酒場の話	술집 이야기
14	slot	64	31	5	開放区の話	개방구 이야기
15	dialog	47	9	4	レーザー	레이저
16	slot	40	19	6	攻性生物の話	공성생물 이야기
17	slot	40	19	5	旧世紀の話	구세기 이야기
18	narration	33	25	12	(扉は閉ざされている…)	(문이 굳게 닫혀 있다…)
19	slot	33	25	5	アゼルの話	아젤 이야기
20	slot	32	31	7	「護り火」の話	「수호의 불씨」 이야기
21	slot	32	29	9	『絶対の客人』の話	『절대의 손님』 이야기
22	slot	32	31	4	ウルの話	울 이야기
23	slot	32	29	6	ガッシュの話	가슈 이야기
24	slot	32	31	6	トビタマの話	토비타마 이야기
25	dialog	32	17	8	パエットの居場所	파에트의 행방
26	slot	32	31	4	司祭の話	사제 이야기
27	slot	32	31	5	神聖区の話	신성구 이야기
28	dialog	30	5	2	反撃	반격
29	dialog	29	9	4	外に出る	밖으로 나간다
30	dialog	28	9	4	中に入る	안으로 들어간다
31	dialog	26	19	9	すでに行なっている	이미 하고 있다
32	dialog	26	23	11	アイテムのリストを表示	아이템 목록을 표시
33	dialog	26	23	11	アイテムを持っていない	아이템을 가지고 있지 않다
34	dialog	26	11	5	エスケープ	이스케이프
35	dialog	26	13	6	クチカラボム	구치카라 폭탄
36	dialog	26	17	8	サンダーレーザー	선더 레이저
37	dialog	26	9	4	シールド	실드
38	dialog	26	11	5	スタンガン	스턴건
39	dialog	26	15	7	スタンレーザー	스턴 레이저
40	dialog	26	9	4	スピード	스피드
41	dialog	26	27	13	ドラゴンのタイプをセレクト	드래곤 타입을 선택
42	dialog	26	17	8	ドラゴンリキッド	드래곤 리퀴드
43	dialog	26	9	4	バリアー	배리어
44	dialog	26	9	4	バルカン	발칸
45	dialog	26	17	8	バーサクアンプル	버서크 앰플
46	dialog	26	25	12	バーサークのリストを表示	버서크 목록을 표시
47	dialog	26	25	12	バーサークを覚えていない	버서크를 기억하고 있지 않다
48	dialog	26	29	14	バーサークポイントが足りない	버서크 포인트가 부족하다
49	dialog	26	27	13	バーサークポイントは最大値	버서크 포인트는 최대치
50	dialog	26	13	6	バーティカル	버티컬
51	dialog	26	21	10	パーツを持っていない	파츠를 가지고 있지 않다
52	dialog	26	23	11	ヒットポイントは最大値	히트 포인트는 최대치
53	dialog	26	29	14	ホーミングレーザーによる攻撃	호밍 레이저에 의한 공격
54	dialog	26	13	6	ランナウェイ	런어웨이
55	dialog	26	15	7	リカバーグラス	리커버 글라스
56	dialog	26	17	8	リカバーレーザー	리커버 레이저
57	dialog	26	11	5	使用不可能	사용 불가능
58	dialog	26	19	9	攻撃する敵がいない	공격할 적이 없다
59	dialog	26	33	16	移動以外のドラゴンの行動不能状態	이동 이외의 드래곤 행동 불능 상태
60	dialog	26	21	10	行動ゲージが足りない	행동 게이지가 부족하다
61	dialog	26	13	6	銃による攻撃	총에 의한 공격
62	dialog	26	17	8	銃のカスタマイズ	총의 커스터마이즈
63	dialog	26	7	3	？？？	？？？
64	dialog	24	3	1	き	키
65	dialog	21	4	1	<01> 	<01> 
66	dialog	20	5	2	機銃	기총
67	dialog	18	2	1	…	…
68	slot	18	15	7	セストレンの話	세스트렌 이야기
69	slot	18	7	3	塔の話	탑 이야기
70	slot	16	29	8	グリグオリグの話	그리그오리그 이야기
71	slot	16	29	6	ドローンの話	드론 이야기
72	ui	15	2	1	な	나
73	narration	14	33	16	(壁をくり抜いて棚を作ってある)	(벽을 파내어 선반을 만들어 놓았다)
74	slot	14	17	8	旧世紀の記録機械	구세기의 기록 기계
75	narration	13	21	10	(道を聞いてみよう)	(길을 물어보자)
76	dialog	13	21	10	これまでの記録をとる	지금까지의 기록을 남긴다
77	dialog	13	2	1	よ	요
78	dialog	13	11	5	記録しない	기록하지 않는다
79	dialog	12	18	7	 <03>\nEつFねちい<03>	 <03>\nEつFねちい<03>
80	dialog	12	22	9	 <03>\nょっぬほたてちい<03>	 <03>\nょっぬほたてちい<03>
81	dialog	12	38	17	 EつFねちい <03>\nGHEつIン！ちい<03>	 EつFねちい <03>\nGHEつIン！ちい<03>
82	dialog	12	23	11	 GHEつIン！ちいき	 GHEつIン！ちいき
83	dialog	12	21	10	 す…A。Bヴせいき	 す…A。Bヴせいき
84	dialog	12	40	18	 ょっぬほたてちい <03>\nす…A。Bヴせい<03>	 ょっぬほたてちい <03>\nす…A。Bヴせい<03>
85	narration	12	37	18	(あ、ドラゴンの体力が回復してる…)	(아, 드래곤의 체력이 회복되고 있다…)
86	narration	12	27	13	(こいつは後回しにしよう)	(이건 나중으로 미루자)
87	narration	12	25	12	(こんな効果もあるのか)	(이런 효과도 있는 건가)
88	narration	12	21	10	(なんだ…この力…)	(뭐지…이 힘은…)
89	narration	12	21	10	(まったく違う！？)	(전혀 다르잖아!？)
90	narration	12	29	14	(レーザーが弱いからかな…)	(레이저가 약해서 그런가…)
91	narration	12	19	8	(今までの<01><01>とは)	(지금까지의 <01><01>와는)
92	narration	12	17	8	(壊せない！？)	(부술 수 없어!？)
93	narration	12	25	12	(旧世紀の記録機械だ…)	(구세기의 기록 기계다…)
94	dialog	12	76	37	おLMりやRふS』あTゾUNOVむゆ\nな？『。ぇWぬあPQ。XYね！なまいさ	おLMりやRふS』あTゾUNOVむゆ\nな？『。ぇWぬあPQ。XYね！なまいさ
95	dialog	12	23	11	おおズせすせZ％ゲえき	おおズせすせZ％ゲえき
96	dialog	12	25	11	か<01><01>レぇぉぬほすておいき	か<01><01>レぇぉぬほすておいき
97	dialog	12	56	27	かおみ「ゲえトベー9ぜやJみんやレ\n K『？ほて！えおお	かおみ「ゲえトベー9ぜやJみんやレ\n K『？ほて！えおお
98	dialog	12	37	18	かすヨひ「ななジあな？れジやゃゅ。お	かすヨひ「ななジあな？れジやゃゅ。お
99	dialog	12	29	14	かゲすダC？れジDひ)せゲお	かゲすダC？れジDひ)せゲお
100	dialog	12	66	32	こおLMやNOぼヘごノテ。3へや\n ぼヘオェカゥ9む)ヨほPQおお	こおLMやNOぼヘごノテ。3へや\n ぼヘオェカゥ9む)ヨほPQおお
101	slot	12	12	5	なはるツな	なはるツな
102	slot	12	12	10	なはるツもはゆらツな	なはるツもはゆらツな
103	dialog	12	6	5	なはれツな	なはれツな
104	slot	12	12	10	なはれツもはゆりツな	なはれツもはゆりツな
105	dialog	12	7	3	に設定	으로 설정
106	dialog	12	5	4	はりツな	はりツな
107	slot	12	12	9	はりツもはゆらツな	はりツもはゆらツな
108	dialog	12	6	5	めはるツな	めはるツな
109	slot	12	12	10	めはるツもはゆらツな	めはるツもはゆらツな
110	dialog	12	6	5	めはれツな	めはれツな
111	slot	12	12	10	めはれツもはゆりツな	めはれツもはゆりツな
112	slot	12	12	2	カ…	카…
113	slot	12	15	7	クレイメンの話	클레이멘 이야기
114	dialog	12	27	13	ナビゲーターの目的地を選択	내비게이터 목적지를 선택
115	dialog	12	25	12	ナビゲーター使用不能地域	내비게이터 사용 불가 지역
116	dialog	12	15	7	ナビゲータ解除	내비게이터 해제
117	dialog	12	25	12	ワールドマップに移動する	월드맵으로 이동한다
118	dialog	12	13	6	探索を続ける	탐색을 계속한다
119	dialog	12	18	6	現在の目的地<03><01><01><02><03>	현재 목적지<03><01><01><02><03>
120	dialog	12	14	4	目的地を<03><01><01><02><03>	목적지를<03><01><01><02><03>
121	dialog	12	17	8	目的地候補 なし	목적지 후보 없음
122	dialog	12	17	8	目的地設定 なし	목적지 설정 없음
123	dialog	12	17	8	目的地設定 解除	목적지 설정 해제
124	dialog	12	2	1	？	？
125	dialog	11	7	3	………	………
126	draft	11	223	107	「護り火」の火種に触れたエッジの\n眼前に、メル=カヴァの幻が展開する。\nメル=カヴァとは、塔の上空を周回する\n巨大なバリア発生装置だった。\nこの幻から、エッジはメル=カヴァの\n場所を知る。\n \n(未完成・将来イベントで処理予定)\n	「수호의 불씨」의 불씨에 닿은 에지의\n눈앞에, 메르카바의 환영이 펼쳐진다.\n메르카바란, 탑 상공을 선회하는\n거대한 배리어 발생 장치였다.\n이 환영으로부터, 에지는 메르카바의\n장소를 알게 된다.\n \n(미완성・향후 이벤트에서 처리 예정)\n
127	draft	11	307	148	エッジに帝国軍を撃退させたバイマンは\nその功によって次期司祭の座につく。\nバイマンは、明日になれば「遣産」を\n見せることができるとエッジに語る。\n一方、パエットは、正体不明の男から\n預った手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来イベントで処理予定)\n	에지에게 제국군을 격퇴시킨 바이만은\n그 공으로 차기 사제 자리에 오른다.\n바이만은, 내일이 되면 「유산」을\n보여줄 수 있다고 에지에게 말한다.\n한편, 파에트는 정체불명의 남자로부터\n맡은 편지를 에지에게 건넨다.\n거기에는, 「오늘 밤, 비행선이 있는 광장에서\n기다린다」라고만 적혀 있었다.\n \n(미완성・향후 이벤트에서 처리 예정)\n
