id	kind	count	budget	chars	jp	ko
1110	dialog	2	37	18	神聖区の住民権を得るための近道はね…	신성구의 주민권을 얻기 위한 지름길은 말이야…
1111	dialog	2	19	9	空中城砦艦ヴリトラ	공중요새함 브리트라
1112	dialog	2	9	4	空中機雷	공중기뢰
1113	dialog	2	25	12	空中船で脱出できたんでね	공중선으로 탈출할 수 있었거든
1114	dialog	2	13	6	突撃艦マルト	돌격함 마르트
1115	dialog	2	9	4	縦列反射	종렬반사
1116	dialog	2	5	2	自爆	자폭
1117	dialog	2	25	12	苦しいわけじゃないけど…	괴로운 건 아니지만…
1118	dialog	2	9	4	行くぞ！	간다!
1119	dialog	2	31	15	街の入□の横に、階段があるだろ	마을 입구 옆에 계단이 있잖아
1120	dialog	2	33	16	街の入□の横にある階段を越えて…	마을 입구 옆에 있는 계단을 넘어서…
1121	dialog	2	37	18	街や村を離れるほど、物騒になるからな	마을이나 촌락에서 멀어질수록 위험해지니까 말이야
1122	dialog	2	23	11	要するに、余り物なんだ	결국, 남는 물건이라는 거지
1123	movie	2	13	6	覚えてるか？	기억하고 있나?
1124	dialog	2	5	2	触手	촉수
1125	dialog	2	33	16	評議会も、その辺を考えてほしいね	평의회도 그 부분을 좀 생각해줬으면 좋겠어
1126	dialog	2	29	14	話があるんだ…あとで来てくれ	할 얘기가 있어…나중에 와줘
1127	dialog	2	35	17	詳しい場所は、この地図に書いてある	자세한 장소는 이 지도에 적혀 있어
1128	dialog	2	15	7	誘導爆雷艦カラ	유도폭뢰함 카라
1129	dialog	2	23	11	誘導爆雷艦カラ＆護衛機	유도폭뢰함 카라 & 호위기
1130	dialog	2	9	4	説明終了	설명 종료
1131	dialog	2	21	10	誰の助けもいらないよ	누구의 도움도 필요 없어
1132	dialog	2	39	19	近所の爺さんが、銃の修理を頼んできてね	근처에 사는 할아버지가 총 수리를 부탁해와서 말이야
1133	dialog	2	19	9	逃げたりしないから	도망치거나 하지 않을 테니까
1134	dialog	2	11	5	違うのか？	아닌 거야?
1135	dialog	2	37	18	違うわ…そういう時は、すぐわかるから	아니야…그럴 때는 바로 알 수 있으니까
1136	dialog	2	21	10	遣跡ゲオルギウス上空	유적 게오르기우스 상공
1137	dialog	2	27	13	適当に持って行ってください	적당히 가져가 주세요
1138	dialog	2	7	3	重散弾	중산탄
1139	dialog	2	17	8	重散弾砲出力上昇	중산탄포 출력 상승
1140	dialog	2	7	3	開放区	개방구
1141	dialog	2	84	40	防御型は\n3ゲージたまっている間\n防御力がさらに上昇する。\nHPを温存したい時に有効。	방어형은\n게이지가 3개 모여 있는 동안\n방어력이 더욱 상승한다.\nHP를 아끼고 싶을 때 유효하다.
1142	dialog	2	92	44	防御型専用バーサークは\nツァオ(防御力上昇)。\n敵の攻撃で受けるダメージを\nより小さくできる。	방어형 전용 버서크는\n차오(방어력 상승).\n적의 공격으로 받는 데미지를\n더욱 줄일 수 있다.
1143	dialog	2	5	2	離散	이산
1144	dialog	2	11	5	電磁発振砲	전자발진포
1145	dialog	2	5	2	！？	!?
1146	ui	1	7	3	  全	  전
1147	ui	1	7	3	  前	  앞
1148	ui	1	7	3	  右	  우
1149	ui	1	7	3	  左	  좌
1150	ui	1	7	3	  後	  후
1151	ui	1	7	3	 前右	 앞우
1152	ui	1	7	3	 前左	 앞좌
1153	ui	1	7	3	 前後	 앞뒤
1154	ui	1	7	3	 可変	 가변
1155	ui	1	7	3	 左右	 좌우
1156	ui	1	7	3	 後右	 뒤우
1157	ui	1	7	3	 後左	 뒤좌
1158	narration	1	23	11	(        ■)	(        ■)
1159	narration	1	23	11	(       ◆◆)	(       ◆◆)
1160	narration	1	23	11	(      ■■■)	(      ■■■)
1161	narration	1	23	11	(     ◆◆◆◆)	(     ◆◆◆◆)
1162	narration	1	23	11	(    ■■■■■)	(    ■■■■■)
